UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
3906,September 14 2015,DOG,SHEHERD,,U,false,Manhattan,
3907,September 14 2015,DOG,PORTUGUESE PODENGO PEQUENO,6,M,true,Manhattan,10010
3908,September 15 2015,DOG,Jack Russ,9,M,false,Manhattan,
3909,September 17 2015,DOG,Mixed/Other,2,M,true,Manhattan,
3910,September 14 2015,DOG,SHIH TZU/ HAVANESE,6,M,true,Manhattan,10023
3911,September 18 2015,DOG,MALTIPOO X,15M,F,false,Manhattan,
3912,September 19 2015,DOG,Mixed/Other,,U,false,Manhattan,
3913,September 18 2015,DOG,"Poodle, Standard",6,M,true,Manhattan,
3914,September 14 2015,DOG,Yorkshire Terrier,3,F,true,Manhattan,
3915,September 19 2015,DOG,Shiba Inu,11,M,false,Manhattan,
3916,September 19 2015,DOG,Portuguese Water Dog,3,M,true,Manhattan,10023
3917,September 20 2015,DOG,TERRIER,,U,false,Manhattan,
3918,September 23 2015,DOG,BASENJI,11,F,true,Manhattan,10065
3919,September 18 2015,DOG,SHIH TZU MIX,5,M,false,Manhattan,10029
3920,September 23 2015,DOG,Pit Bull,,U,false,Manhattan,10035
3921,September 23 2015,DOG,RETRIEVER,,U,false,Manhattan,
3922,September 25 2015,DOG,Golden Retriever,2,M,false,Manhattan,
3923,September 28 2015,DOG,RHODESIAN RIDGE BACK X,3,M,true,Manhattan,
3924,August 26 2015,DOG,Golden Retriever,9,M,true,Manhattan,
3925,September 17 2015,DOG,"Poodle, Miniature",12,F,false,Manhattan,
3926,September 24 2015,DOG,AUSTRALIAN CATTLE DOG,3,F,true,Manhattan,
3927,September 26 2015,DOG,Clumber Spaniel,9,M,true,Manhattan,
3928,September 25 2015,DOG,POODLE MIX,1,M,true,Manhattan,
3929,September 27 2015,DOG,BLACK TIC POINTER,,U,false,Manhattan,10023
3930,September 17 2015,DOG,Mixed/Other,,F,true,Manhattan,
3931,September 28 2015,DOG,Havanese,,U,false,Manhattan,
3932,September 30 2015,DOG,Mixed/Other,4,F,false,Manhattan,
3933,October 01 2015,DOG,Labrador Retriever,6,F,true,Manhattan,
3934,October 01 2015,DOG,Pit Bull,,U,false,Manhattan,10034
3935,October 02 2015,DOG,Jack Russ,4,M,true,Manhattan,10025
3936,September 30 2015,DOG,SAINT BERNARD MIX,11,F,true,Manhattan,10065
3937,September 30 2015,DOG,SAINT BERNARD MIX,11,F,true,Manhattan,10065
3938,October 04 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,F,true,Manhattan,
3939,October 03 2015,DOG,Cane Corso,3.5,M,false,Manhattan,10013
3940,October 05 2015,DOG,Pit Bull,,U,false,Manhattan,10038
3941,October 06 2015,DOG,Boxer,,U,false,Manhattan,
3942,October 03 2015,DOG,Chihuahua,,U,false,Manhattan,
3943,October 06 2015,DOG,Pekingese,5,M,true,Manhattan,
3944,September 28 2015,DOG,AUS KELPIE/ LAB RETR,4M,F,true,Manhattan,10029
3945,October 08 2015,DOG,BELGIAN SHEPHERD,,U,false,Manhattan,
3946,October 08 2015,DOG,Pit Bull,,U,false,Manhattan,
3947,October 08 2015,DOG,TERRIER,,U,false,Manhattan,
3948,October 09 2015,DOG,COLLIE,,U,false,Manhattan,
3949,October 07 2015,DOG,Beagle,,U,false,Manhattan,10036
3950,October 09 2015,DOG,POODLE MIN/ YORKSHIRE TER,5,F,true,Manhattan,10035
3951,October 09 2015,DOG,Jack Russ,,M,true,Manhattan,10010
3952,October 10 2015,DOG,Australian Shepherd,8,M,true,Manhattan,
3953,October 12 2015,DOG,Pit Bull,,U,false,Manhattan,
3954,October 10 2015,DOG,Mixed/Other,,U,false,Manhattan,10009
3955,October 13 2015,DOG,Mixed/Other,,M,false,Manhattan,10065
3956,October 15 2015,DOG,Bull dog,,U,false,Manhattan,
3957,October 04 2015,DOG,Pit Bull,,U,false,Manhattan,
3958,October 14 2015,DOG,TERRIER MIX,4,M,true,Manhattan,10029
3959,September 05 2015,DOG,HOUND,,M,false,Manhattan,10031
3960,October 18 2015,DOG,BEAGLE HOUND MIX,,U,false,Manhattan,10023
3961,October 13 2015,DOG,"Poodle, Standard",,U,false,Manhattan,
3962,October 16 2015,DOG,Golden Retriever,,U,false,Manhattan,
3963,October 19 2015,DOG,"Schnauzer, Standard",,U,false,Manhattan,10065
3964,October 19 2015,DOG,Siberian Husky,9,M,true,Manhattan,10065
3965,October 16 2015,DOG,Shih Tzu,,U,false,Manhattan,10025
3966,October 17 2015,DOG,Labrador Retriever Crossbreed,9M,M,true,Manhattan,10024
3967,October 20 2015,DOG,Pit Bull,,U,false,Manhattan,
3968,September 28 2015,DOG,PIT BULL/TERRIER/BOXER,4,F,true,Manhattan,
3969,October 19 2015,DOG,West High White Terrier,1,M,false,Manhattan,
3970,October 21 2015,DOG,Maltese,1,M,true,Manhattan,10028
3971,October 22 2015,DOG,Pit Bull,2,M,true,Manhattan,10035
3972,October 19 2015,DOG,German Shepherd,1.3,M,false,Manhattan,10016
3973,October 23 2015,DOG,Jack Russ,2,M,false,Manhattan,10035
3974,October 25 2015,DOG,Pit Bull,1,M,true,Manhattan,
3975,October 25 2015,DOG,Maltese,,U,false,Manhattan,
3976,October 26 2015,DOG,BLUE NOSE PITBULL,,U,false,Manhattan,
3977,October 20 2015,DOG,Pit Bull,,U,false,Manhattan,10009
3978,October 28 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,false,Manhattan,10029
3979,October 28 2015,DOG,NOVA SCOTIA DUCK TOLLIER,6,M,true,Manhattan,10024
3980,October 24 2015,DOG,American Pit Bull Terrier/Pit Bull,1,M,false,Manhattan,10029
3981,November 01 2015,DOG,CHIHUAHUA SHORTHAIR MIX,2,F,false,Manhattan,10029
3982,November 05 2015,DOG,Shih Tzu,5,M,true,Manhattan,10128
3983,October 30 2015,DOG,SHIH TZU/ PUG,4,M,true,Manhattan,
3984,November 05 2015,DOG,AUSTRALIAN CATTLE,,U,true,Manhattan,10065
3985,November 02 2015,DOG,Shih Tzu,,U,false,Manhattan,
3986,October 31 2015,DOG,Pit Bull,1,M,true,Manhattan,10012
3987,November 02 2015,DOG,Jack Russ,11,F,true,Manhattan,10128
3988,November 04 2015,DOG,Pit Bull,,U,false,Manhattan,
3989,November 05 2015,DOG,Chihuahua,4M,F,true,Manhattan,10016
3990,November 05 2015,DOG,Havanese,6,M,true,Manhattan,10013
3991,November 06 2015,DOG,Mixed/Other,3,M,true,Manhattan,10025
3992,November 06 2015,DOG,"Shar-Pei, Chinese",5,M,false,Manhattan,10031
3993,November 07 2015,DOG,GOLDEN DOODLE,4,M,true,Manhattan,
3994,November 06 2015,DOG,Lhasa Apso,7,M,false,Manhattan,
3995,November 05 2015,DOG,"Schnauzer, Miniature",,U,false,Manhattan,
3996,October 29 2015,DOG,Labrador Retriever,,U,false,Manhattan,
3997,November 09 2015,DOG,English Springer Spaniel,5,M,false,Manhattan,
3998,November 07 2015,DOG,Pit Bull,,U,false,Manhattan,
3999,November 10 2015,DOG,CHINESE CRESTED HAIRLESS,6,M,false,Manhattan,
4000,October 31 2015,DOG,Chihuahua,6,M,false,Manhattan,10038
4001,November 10 2015,DOG,Pit Bull,13,M,false,Manhattan,10065
4002,November 13 2015,DOG,SHEPHERD,,U,false,Manhattan,
4003,November 13 2015,DOG,Pit Bull,3,M,true,Manhattan,100128
4004,November 13 2015,DOG,Pit Bull,3,M,true,Manhattan,10128
4005,November 15 2015,DOG,Maltese,2,F,true,Manhattan,10128
4006,November 15 2015,DOG,Chihuahua,,U,false,Manhattan,10009
4007,November 15 2015,DOG,Pit Bull,,U,false,Manhattan,10040
4008,November 11 2015,DOG,Pit Bull,,U,false,Manhattan,10033
4009,November 11 2015,DOG,German Shepherd,5,M,true,Manhattan,10032
4010,November 12 2015,DOG,FELKY TERRIER,4,M,false,Manhattan,10002
4011,November 13 2015,DOG,Jack Russ,,U,false,Manhattan,10003
4012,November 16 2015,DOG,Pug,,U,false,Manhattan,10282
4013,November 14 2015,DOG,SHEPHERD/HUSKY MIX,6,M,false,Manhattan,10027
4014,October 27 2015,DOG,Pit Bull,,M,false,Manhattan,10011
4015,November 14 2015,DOG,Mixed/Other,,U,false,Manhattan,10005
4016,November 15 2015,DOG,"Schnauzer, Miniature",5,M,true,Manhattan,10280
4017,November 19 2015,DOG,Bull dog,7,M,true,Manhattan,10036
4018,November 01 2015,DOG,German Shepherd,9,M,true,Manhattan,10016
4019,November 22 2015,DOG,Chihuahua Crossbreed,5,M,false,Manhattan,10032
4020,November 22 2015,DOG,Cock-A-Poo,8,F,true,Manhattan,
4021,November 20 2015,DOG,Yorkshire Terrier,,U,false,Manhattan,
4022,November 20 2015,DOG,CATTLE DOG MIX,5,M,true,Manhattan,
4023,November 17 2015,DOG,Weimaraner,7,M,true,Manhattan,
4024,November 25 2015,DOG,WELSH SPRINGER SPANIEL,7,M,true,Manhattan,10065
4025,November 26 2015,DOG,Yorkshire Terrier,5,F,false,Manhattan,
4026,November 27 2015,DOG,"Bull Dog, French",4,U,false,Manhattan,10065
4027,November 25 2015,DOG,MASTIFF,,U,false,Manhattan,
4028,November 24 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,true,Manhattan,10029
4029,November 24 2015,DOG,Dachshund Smooth Coat,8,M,true,Manhattan,10065
4030,November 27 2015,DOG,Labrador Retriever,1,M,true,Manhattan,10016
4031,November 27 2015,DOG,AMERICAN BULLDOG,6,M,false,Manhattan,10029
4032,November 24 2015,DOG,Pit Bull,8,M,true,Manhattan,
4033,December 02 2015,DOG,Cairn Terrier,9,F,true,Manhattan,10035
4034,November 29 2015,DOG,"Bull Dog, English",2,F,true,Manhattan,10025
4035,November 30 2015,DOG,Pit Bull,,U,false,Manhattan,10029
4036,November 29 2015,DOG,DOXXIN,2,F,true,Manhattan,10011
4037,November 30 2015,DOG,Mixed/Other,,U,false,Manhattan,
4038,December 01 2015,DOG,HOUND MIX,4M,M,true,Manhattan,10016
4039,November 20 2015,DOG,Mixed/Other,7,F,true,Manhattan,10033
4040,November 28 2015,DOG,Maltese,6M,M,false,Manhattan,10038
4041,December 02 2015,DOG,German Shepherd,,U,false,Manhattan,10011
4042,December 02 2015,DOG,Mixed/Other,16,M,false,Manhattan,10065
4043,November 27 2015,DOG,JACK RUSS-X,7,U,false,Manhattan,10011
4044,December 01 2015,DOG,Pit Bull,,U,false,Manhattan,10009
4045,November 29 2015,DOG,Cocker Spaniel,2,M,false,Manhattan,
4046,December 01 2015,DOG,Weimaraner,8M,M,true,Manhattan,10016
4047,November 30 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,false,Manhattan,10031
4048,November 26 2015,DOG,SHEPERD,,U,false,Manhattan,
4049,November 06 2015,DOG,Pit Bull,,U,false,Manhattan,
4050,December 06 2015,DOG,"Bull Dog, French",10,F,false,Manhattan,10029
4051,December 07 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,false,Manhattan,10030
4052,December 05 2015,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,false,Manhattan,10029
4053,December 04 2015,DOG,"Poodle, Miniature",3,M,true,Manhattan,
4054,December 06 2015,DOG,Chow Chow,,U,false,Manhattan,
4055,December 04 2015,DOG,JACK RUSSELL TERRIER MIX,2,M,false,Manhattan,
4056,November 15 2015,DOG,Weimaraner,2,F,true,Manhattan,10029
4057,December 10 2015,DOG,Havanese,11,M,true,Manhattan,
4058,December 07 2015,DOG,Siberian Husky,,U,false,Manhattan,
4059,December 11 2015,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,true,Manhattan,10044
4060,December 11 2015,DOG,GERMAN SHEPHERD/HUSKY MIX,4,M,true,Manhattan,10033
4061,December 06 2015,DOG,Labrador Retriever,,U,false,Manhattan,
4062,December 13 2015,DOG,Labrador Retriever Crossbreed,1,M,true,Manhattan,10033
4063,December 15 2015,DOG,German Shepherd,,U,false,Manhattan,
4064,December 15 2015,DOG,Doberman Pinscher,6,M,true,Manhattan,10023
4065,December 17 2015,DOG,Yorkshire Terrier,3,F,true,Manhattan,10019
4066,December 15 2015,DOG,Rottweiler,,U,false,Manhattan,
4067,December 16 2015,DOG,"Bull Dog, French",1,M,true,Manhattan,10025
4068,December 14 2015,DOG,Yorkshire Terrier,2,M,true,Manhattan,10009
4069,December 15 2015,DOG,Pit Bull,,U,false,Manhattan,10002
4070,December 18 2015,DOG,Pit Bull,9M,F,false,Manhattan,10065
4071,December 19 2015,DOG,Labrador Retriever,,U,false,Manhattan,
4072,December 21 2015,DOG,PIT BULL TERRIER,7,M,false,Manhattan,10021
4073,December 21 2015,DOG,Bull dog,,F,false,Manhattan,
4074,December 18 2015,DOG,"Shar-Pei, Chinese",11,M,true,Manhattan,
4075,December 19 2015,DOG,BLUE TICK HOUND,6,M,true,Manhattan,10025
4076,December 19 2015,DOG,Pit Bull,,U,false,Manhattan,
4077,December 23 2015,DOG,Pit Bull,,U,false,Manhattan,
4078,December 24 2015,DOG,Shih Tzu,,U,false,Manhattan,
4079,December 25 2015,DOG,"Schnauzer, Miniature",,M,false,Manhattan,10027
4080,December 27 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,false,Manhattan,10040
4081,December 26 2015,DOG,Dachshund Smooth Coat Miniature,3,M,false,Manhattan,
4082,December 29 2015,DOG,LABRADOR RETRIEVER/PIT BULL,8M,M,false,Manhattan,
4083,December 27 2015,DOG,Chihuahua,,U,false,Manhattan,
4084,December 27 2015,DOG,"Welsh Corgi, Cardigan",5,M,true,Manhattan,10003
4085,December 30 2015,DOG,Belgian Malinois,4,M,true,Manhattan,10003
4086,December 28 2015,DOG,Cocker Spaniel,,U,false,Manhattan,10033
4087,December 25 2015,DOG,Boston Terrier,12,M,true,Manhattan,
4088,January 04 2016,DOG,"Poodle, Toy",5,M,true,Manhattan,10065
4089,December 18 2015,DOG,SHEPHERD MIX,8,F,true,Manhattan,10023
4090,December 25 2015,DOG,SHEPHERD MIX,8,F,true,Manhattan,10023
4091,January 01 2016,DOG,Pomeranian,,U,false,Manhattan,
4092,January 03 2016,DOG,Golden Retriever,3M,F,false,Manhattan,10019
4093,January 03 2016,DOG,BEAGLE - X,3,M,true,Manhattan,10021
4094,January 04 2016,DOG,GLEN OF IMAAL TERRIER,5,M,true,Manhattan,10011
4095,December 23 2015,DOG,Pit Bull,3,F,false,Manhattan,
4096,December 30 2015,DOG,Mixed/Other,,U,false,Manhattan,
4097,January 03 2016,DOG,Mixed/Other,,U,false,Manhattan,
4098,January 03 2016,DOG,Pekingese,2,M,false,Manhattan,10044
4099,January 05 2016,DOG,TERRIER X,6,M,true,Manhattan,10038
4100,January 04 2016,DOG,Yorkshire Terrier,5M,F,false,Manhattan,10029
4101,January 05 2016,DOG,PITBULL/ LAB MIX,4M,F,false,Manhattan,10027
4102,January 08 2016,DOG,German Shepherd,,U,false,Manhattan,10013
4103,January 02 2016,DOG,SHIH TZU/ MALTESE,5,M,false,Manhattan,10029
4104,January 07 2016,DOG,Mixed/Other,8,F,true,Manhattan,
4105,December 29 2015,DOG,German Shepherd,5,M,false,Manhattan,
4106,January 11 2016,DOG,Chihuahua,2,M,false,Manhattan,10065
4107,December 22 2015,DOG,West High White Terrier,,U,false,Manhattan,10023
4108,January 14 2016,DOG,HAVANESE/ SHIH TZU,2,M,true,Manhattan,10024
4109,January 15 2016,DOG,Chihuahua,6,M,true,Manhattan,
4110,January 16 2016,DOG,Rottweiler,,U,false,Manhattan,
4111,January 14 2016,DOG,MINI POODLE X,9,F,true,Manhattan,10128
4112,January 17 2016,DOG,WHITE FORMOSAN MOUNTAIN DOG,,U,false,Manhattan,
4113,January 16 2016,DOG,American Pit Bull Terrier/Pit Bull,3,M,true,Manhattan,10016
4114,January 19 2016,DOG,TERRIER,,U,false,Manhattan,10038
4115,January 20 2016,DOG,BASENJI,2,M,true,Manhattan,10011
4116,January 17 2016,DOG,American Pit Bull Terrier/Pit Bull,5,F,true,Manhattan,10033
4117,January 21 2016,DOG,Shih Tzu,5,M,false,Manhattan,10028
4118,January 22 2016,DOG,GOLDEN RETRIEVER MIX,,U,false,Manhattan,10029
4119,January 22 2016,DOG,"Poodle, Standard",,U,false,Manhattan,10040
4120,January 24 2016,DOG,WESTIE/POODLE,5,M,true,Manhattan,10025
4121,January 23 2016,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,false,Manhattan,10030
4122,January 23 2016,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,false,Manhattan,10027
4123,January 20 2016,DOG,PUGGLE,9,M,true,Manhattan,10019
4124,January 22 2016,DOG,SHEPHERD,,U,false,Manhattan,
4125,January 22 2016,DOG,Golden Retriever,,U,false,Manhattan,
4126,January 26 2016,DOG,HOUND X,,M,true,Manhattan,10029
4127,January 24 2016,DOG,Chihuahua,16,M,true,Manhattan,10029
4128,January 27 2016,DOG,Mixed/Other,3,F,true,Manhattan,
5657,December 31 2017,DOG,UNKNOWN,,U,false,Other,
4129,January 31 2016,DOG,VIZSLA/LAB/PIT,4,M,true,Manhattan,10028
4130,January 29 2016,DOG,Beagle,,U,false,Manhattan,10027
4131,January 08 2016,DOG,Bull dog,6,M,true,Manhattan,10019
4132,January 29 2016,DOG,Jack Russ,8,M,true,Manhattan,
4133,January 31 2016,DOG,Lhasa Apso,6,M,true,Manhattan,10025
4134,January 31 2016,DOG,Yorkshire Terrier,5,M,true,Manhattan,10029
4135,January 31 2016,DOG,NOVA SCOTIA DUCK TOLLING TERRIER,,U,false,Manhattan,10023
4136,January 29 2016,DOG,Shih Tzu,,U,false,Manhattan,10011
4137,February 01 2016,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,false,Manhattan,10026
4138,January 30 2016,DOG,Shih Tzu,,M,false,Manhattan,10033
4139,February 03 2016,DOG,AUSTRALIAN CATTLE DOG,7,M,true,Manhattan,10035
4140,February 05 2016,DOG,Pit Bull,3,M,true,Manhattan,10025
4141,February 05 2016,DOG,Beagle,,U,false,Manhattan,10014
4142,February 08 2016,DOG,Labrador Retriever Crossbreed,10,M,true,Manhattan,10128
4143,February 07 2016,DOG,Dachshund Smooth Coat,12,F,true,Manhattan,10062
4144,February 07 2016,DOG,COLLIE,3,M,true,Manhattan,10024
4145,February 07 2016,DOG,Yorkshire Terrier,,U,false,Manhattan,10031
4146,February 08 2016,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,true,Manhattan,10029
4147,February 07 2016,DOG,Pit Bull,,U,false,Manhattan,10029
4148,February 07 2016,DOG,Lhasa Apso,,U,false,Manhattan,10029
4149,February 09 2016,DOG,Shih Tzu,2,M,false,Manhattan,10037
4150,February 09 2016,DOG,Doberman Pinscher,,U,false,Manhattan,10017
4151,February 11 2016,DOG,Chow Chow,14,M,false,Manhattan,10128
4152,February 12 2016,DOG,Pit Bull,,U,false,Manhattan,10032
4153,February 13 2016,DOG,Pit Bull,,F,false,Manhattan,10035
4154,February 14 2016,DOG,American Pit Bull Terrier/Pit Bull,6,M,false,Manhattan,10029
4155,February 14 2016,DOG,SPITZ,,U,false,Manhattan,10037
4156,February 13 2016,DOG,AMERICAN PIT TER/LABRADOR RETR,5,F,false,Manhattan,
4157,February 13 2016,DOG,Rottweiler,3M,M,false,Manhattan,10019
4158,February 14 2016,DOG,CAN TERRIER MIX,5,U,false,Manhattan,10012
4159,February 10 2016,DOG,Shih Tzu,13,M,true,Manhattan,10065
4160,February 12 2016,DOG,Jack Russ,3,M,false,Manhattan,10029
4161,February 18 2016,DOG,WEST HIGHLAND TERR,4,M,true,Manhattan,10023
4162,February 18 2016,DOG,Chihuahua,5,M,false,Manhattan,10031
4163,February 17 2016,DOG,Dachshund Smooth Coat,10,M,true,Manhattan,10033
4164,February 18 2016,DOG,Pit Bull,2,M,true,Manhattan,
4165,February 20 2016,DOG,Bichon Frise,10,M,true,Manhattan,10002
4166,February 21 2016,DOG,Labrador Retriever,,U,false,Manhattan,10024
4167,February 19 2016,DOG,CHIHUAHUA/TERRIER,3,M,true,Manhattan,10023
4168,February 19 2016,DOG,Bull dog,2,M,true,Manhattan,10011
4169,February 21 2016,DOG,Bichon Frise,2,F,true,Manhattan,10016
4170,February 19 2016,DOG,Golden Retriever,,U,false,Manhattan,10069
4171,February 19 2016,DOG,YORKIE POO,7,M,true,Manhattan,10065
4172,February 25 2016,DOG,Bull dog,2,M,true,Manhattan,10021
4173,February 14 2016,DOG,Mixed/Other,,U,false,Manhattan,
4174,February 24 2016,DOG,Labrador Retriever,2,M,true,Manhattan,10075
4175,February 21 2016,DOG,SHEPHERD X,5,F,true,Manhattan,
4176,February 24 2016,DOG,Beagle,,U,false,Manhattan,
4177,February 26 2016,DOG,PITBULL/LAB MIX,1,F,true,Manhattan,10012
4178,February 24 2016,DOG,Dachshund Smooth Coat,,U,false,Manhattan,10128
4179,February 28 2016,DOG,AUSTRALIAN CATTLE DOG,6,M,true,Manhattan,10010
4180,February 28 2016,DOG,Pit Bull,,U,false,Manhattan,
4181,February 29 2016,DOG,Miniature Pinscher,6,F,true,Manhattan,10069
4182,February 29 2016,DOG,Pit Bull,,U,false,Manhattan,10027
4183,February 27 2016,DOG,American Pit Bull Mix / Pit Bull Mix,3,U,false,Manhattan,10028
4184,March 01 2016,DOG,Golden Retriever,13,F,true,Manhattan,10012
4185,March 02 2016,DOG,Labrador Retriever,5,M,true,Manhattan,10010
4186,March 02 2016,DOG,CHIHUAHUA/DACHSCHUND,2M,F,false,Manhattan,
4187,February 24 2016,DOG,Pit Bull,,U,false,Manhattan,10128
4188,February 25 2016,DOG,PATTERDALE TERRIER,3,M,false,Manhattan,10024
4189,March 04 2016,DOG,German Shepherd,7,F,true,Manhattan,10035
4190,March 03 2016,DOG,Cairn Terrier,4,F,true,Manhattan,10024
4191,March 08 2016,DOG,GOLDEN RETRIEVER/ ROTTWEILER,4,F,false,Manhattan,10029
4192,March 11 2016,DOG,Shih Tzu,,U,false,Manhattan,
4193,February 16 2016,DOG,AUSTRALIAN CATTLE DOG MIX,9,M,true,Manhattan,10028
4194,March 15 2016,DOG,Shih Tzu,7,M,false,Manhattan,10032
4195,March 11 2016,DOG,BASSET HOUND MIX,4M,F,true,Manhattan,10016
4196,March 11 2016,DOG,Pit Bull,,U,false,Manhattan,
4197,March 10 2016,DOG,Pit Bull,,U,false,Manhattan,10128
4198,March 15 2016,DOG,German Shepherd,,U,false,Manhattan,
4199,March 13 2016,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,false,Manhattan,10029
4200,March 15 2016,DOG,Australian Shepherd,2,M,false,Manhattan,
4201,March 20 2016,DOG,TERRIER,,U,false,Manhattan,10024
4202,March 19 2016,DOG,Cocker Spaniel,10,M,true,Manhattan,10009
4203,March 19 2016,DOG,SCHNOODLE,6,M,true,Manhattan,10022
4204,March 22 2016,DOG,Chihuahua,10M,F,false,Manhattan,10029
4205,March 22 2016,DOG,Chihuahua,10M,F,false,Manhattan,10029
4206,March 17 2016,DOG,MORKIE,6,F,true,Manhattan,10023
4207,March 17 2016,DOG,American Staffordshire Terrier,4,M,true,Manhattan,10030
4208,March 22 2016,DOG,Maltese,1,M,true,Manhattan,10002
4209,March 20 2016,DOG,Mixed/Other,,U,false,Manhattan,10034
4210,March 23 2016,DOG,AMERICAN PITBULL/ LABRADOR RETRIEVER,6,F,false,Manhattan,
4211,March 26 2016,DOG,Jack Russ,15,M,true,Manhattan,10028
4212,March 26 2016,DOG,Pit Bull,5M,M,false,Manhattan,10027
4213,March 27 2016,DOG,Yorkshire Terrier,,U,false,Manhattan,10023
4214,March 25 2016,DOG,Bull dog,5,M,false,Manhattan,10027
4215,March 24 2016,DOG,"Bull Dog, French",,U,false,Manhattan,10023
4216,March 26 2016,DOG,TERRIER,2M,F,true,Manhattan,10016
4217,March 24 2016,DOG,Yorkshire Terrier,1,F,true,Manhattan,10013
4218,March 13 2016,DOG,BEAGLE/JACK RUSSELL,8,F,true,Manhattan,10024
4219,March 29 2016,DOG,TERRIER MIX,8M,M,true,Manhattan,10016
4220,March 30 2016,DOG,Pit Bull,,U,false,Manhattan,10019
4221,March 25 2016,DOG,Irish Wolfhound,2,F,false,Manhattan,10025
4222,April 02 2016,DOG,MALTIPOO,4,M,false,Manhattan,10027
4223,April 05 2016,DOG,WEST HIGHLAND TERRIER/ YORKSHIRE TERRIER,1,M,false,Manhattan,
4224,April 02 2016,DOG,Pit Bull,,U,false,Manhattan,10003
4225,April 02 2016,DOG,BOXER/SHEPHERD X,,U,false,Manhattan,10026
4226,April 03 2016,DOG,Maltese,6,M,false,Manhattan,
4227,April 04 2016,DOG,Vizsla,4,F,true,Manhattan,10036
4228,April 03 2016,DOG,West High White Terrier,3,F,false,Manhattan,
4229,April 05 2016,DOG,Mixed/Other,3.5,M,true,Manhattan,
4230,April 08 2016,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,true,Manhattan,10002
4231,April 08 2016,DOG,Maltese,3,M,true,Manhattan,10032
4232,April 07 2016,DOG,Pit Bull,4,M,true,Manhattan,10029
4233,April 07 2016,DOG,Chihuahua,,U,false,Manhattan,10023
4234,April 08 2016,DOG,POMSKI,2,M,false,Manhattan,10034
4235,April 12 2016,DOG,Mixed/Other,,U,false,Manhattan,
4236,April 09 2016,DOG,BOXER/PITBULL MIX,2,F,false,Manhattan,10029
4237,April 12 2016,DOG,Maltese,3,M,true,Manhattan,10021
4238,April 09 2016,DOG,Rottweiler,2,M,false,Manhattan,10029
4239,April 09 2016,DOG,Dachshund Smooth Coat,4M,M,true,Manhattan,10016
4240,April 09 2016,DOG,COLLIE/TERRIER MIX,4M,F,true,Manhattan,10016
4241,April 13 2016,DOG,German Shepherd,,M,false,Manhattan,10027
4242,April 16 2016,DOG,American Staffordshire Terrier,1,M,false,Manhattan,10029
4243,April 15 2016,DOG,Labrador Retriever,4M,M,true,Manhattan,10016
4244,April 12 2016,DOG,Labrador Retriever,2,F,true,Manhattan,10028
4245,April 15 2016,DOG,Pomeranian,8,M,false,Manhattan,10033
4246,April 18 2016,DOG,Bull dog,,U,false,Manhattan,10029
4247,April 19 2016,DOG,AUSTRALIAN CATTLE DOG,7,M,false,Manhattan,10009
4248,April 16 2016,DOG,ROTWEILLER/LABRADOR RETRIEVER,4,F,true,Manhattan,10014
4249,April 01 2016,DOG,Pit Bull,,U,false,Manhattan,10002
4250,April 19 2016,DOG,Pit Bull,,M,true,Manhattan,10034
4251,April 17 2016,DOG,American Pit Bull Terrier/Pit Bull,3,F,true,Manhattan,10029
4252,April 21 2016,DOG,TERRIER,,U,false,Manhattan,
4253,April 15 2016,DOG,Pit Bull,3,F,true,Manhattan,10031
4254,April 13 2016,DOG,Bichon Frise,7,F,false,Manhattan,
4255,April 25 2016,DOG,Shih Tzu,11 YRS,F,false,Manhattan,10128
4256,April 25 2016,DOG,"NOT SURE, RESCUE",2 YRS,F,false,Manhattan,10128
4257,April 23 2016,DOG,German Shepherd,3,M,true,Manhattan,
4258,April 22 2016,DOG,Miniature Pinscher,,U,false,Manhattan,10013
4259,April 22 2016,DOG,Pit Bull,,U,false,Manhattan,10029
4260,April 25 2016,DOG,BEAGLE/HUSKY,4 YRS,M,true,Manhattan,10028
4261,April 27 2016,DOG,Maltese,11,M,true,Manhattan,10065
4262,April 26 2016,DOG,Brittany Spaniel,10 YRS,F,true,Manhattan,
4263,April 23 2016,DOG,Pit Bull,,U,false,Manhattan,10035
4264,April 25 2016,DOG,TERRIER,4,M,true,Manhattan,10011
4265,April 26 2016,DOG,Pit Bull,,U,false,Manhattan,
4266,April 27 2016,DOG,Bull dog,,U,false,Manhattan,10023
4267,April 27 2016,DOG,Jack Russ,,U,false,Manhattan,10023
4268,April 30 2016,DOG,BOXER,7,F,true,Manhattan,10025
