,id,breed,intake_type,intake_subtype,date_in,condition,outcome,outcome_sub,date_out
21944,A1106798,PIT BULL,STRAY,OTC,1599004800.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
21945,A1106948,GERM SHEPHERD,STRAY,CONFINED,1599264000.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
21946,A1103411,ROTTWEILER,TREATMENT,HEART WORM,1599436800.0,APP WNL,TREATMENT,COMPLETED,1599436800.0
21947,A1105605,CHIHUAHUA SH,STRAY,WEB,1596672000.0,NORMAL,LOST EXP,OTHER,1599436800.0
21949,A1106927,ROTTWEILER,OWNER SURRENDER,FIELD,1599264000.0,APP WNL,ADOPTION,WESTMORELD,1599436800.0
21950,A1106856,DOMESTIC SH,FOSTER,RETURN,1599350400.0,DECEASED,DIED,IN FOSTER,1599436800.0
21951,A1104771,DOMESTIC SH,FOSTER,RETURN,1599350400.0,APP WNL,ADOPTION,IN FOSTER,1599436800.0
21952,A1106653,BOXER,KEEPSAFE,DISASTER,1598745600.0,APP WNL,RETURNED TO OWNER,DISASTER,1599436800.0
21953,A1098452,AMER BULLDOG,TREATMENT,HEART WORM,1599350400.0,APP WNL,TREATMENT,COMPLETED,1599436800.0
21954,A1091933,CHIHUAHUA SH,CONFISCATED,QUARANTINE,1597536000.0,APP WNL,TRANSFER,BEHAVIOR,1599436800.0
21955,A1106897,DOMESTIC SH,OWNER SURRENDER,FIELD,1599177600.0,UNDERAGE,FOSTER,GENERAL,1599264000.0
21956,A1106759,AUST CATTLE DOG,STRAY,CONFINED,1599004800.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
21958,A1106836,DOMESTIC SH,OWNER SURRENDER,APPOINT,1599091200.0,APP WNL,ADOPTION,ADOPETS,1599350400.0
21959,A1106166,LABRADOR RETR,FOSTER,RETURN,1598659200.0,APP WNL,FOSTER,APPOINT,1599436800.0
21960,A1106873,CHIHUAHUA SH,STRAY,CONFINED,1599091200.0,APP INJ,RETURNED TO OWNER,WESTMORELD,1599436800.0
21961,A1105346,PIT BULL,OWNER SURRENDER,APPOINT,1598486400.0,APP WNL,TRANSFER,TRANSPORT,1599436800.0
21962,A1106944,GERM SHEPHERD,STRAY,CONFINED,1599264000.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
21963,A1106814,LABRADOR RETR,STRAY,CONFINED,1599004800.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
21964,A1106986,AMERICAN STAFF,STRAY,CONFINED,1599350400.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599436800.0
21965,A1106896,DOMESTIC SH,OWNER SURRENDER,FIELD,1599177600.0,UNDERAGE,FOSTER,GENERAL,1599264000.0
21966,A1105615,DOMESTIC SH,STRAY,WEB,1595980800.0,NORMAL,LOST EXP,OTHER,1599436800.0
21967,A1106847,DOMESTIC SH,STRAY,CONFINED,1599091200.0,APP SICK,FOSTER,UNDERAGE,1599264000.0
21968,A1105633,ALASKAN HUSKY,STRAY,WEB,1595548800.0,NORMAL,LOST EXP,OTHER,1599436800.0
21969,A1106886,PIT BULL,STRAY,AT LARGE,1599177600.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599264000.0
21970,A1106989,PIT BULL,STRAY,CONFINED,1599350400.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599436800.0
21971,A1106888,SHIH TZU,STRAY,AT LARGE,1599177600.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599436800.0
21972,A1106746,ALASKAN HUSKY,STRAY,AT LARGE,1598918400.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
21973,A1104773,DOMESTIC SH,FOSTER,RETURN,1599350400.0,APP WNL,ADOPTION,IN FOSTER,1599436800.0
21974,A1106795,LABRADOR RETR,STRAY,AT LARGE,1599004800.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
21975,A1106858,DOMESTIC SH,FOSTER,RETURN,1599350400.0,DECEASED,DIED,IN FOSTER,1599436800.0
21976,A1107005,RACCOON,WILDLIFE,RABIES,1599436800.0,APP SICK,EUTHANIZED,HUMANE,1599436800.0
21977,A1106501,PIT BULL,CONFISCATED,QUARANTINE,1598572800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599436800.0
21978,A1106753,POINTER,STRAY,CONFINED,1599004800.0,APP WNL,ADOPTION,ADOPETS,1599350400.0
21979,A1106965,SIBERIAN HUSKY,STRAY,AT LARGE,1599350400.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599436800.0
21980,A1106983,PIT BULL,STRAY,CONFINED,1599350400.0,APP SICK,RETURNED TO OWNER,WESTMORELD,1599436800.0
21981,A1105640,BELG MALINOIS,STRAY,WEB,1596412800.0,NORMAL,LOST EXP,OTHER,1599436800.0
21982,A1107024,RABBIT SH,WILDLIFE,NON-RABIES,1599436800.0,APP WNL,WILDLIFE,RELEASE,1599436800.0
21983,A1106841,DACHSHUND,STRAY,CONFINED,1599091200.0,APP INJ,ADOPTION,ADOPETS,1599436800.0
21984,A1105183,DOMESTIC SH,FOSTER,FOR ADOPT,1599436800.0,APP WNL,ADOPTION,IN FOSTER,1599436800.0
21985,A1106487,PIT BULL,STRAY,AT LARGE,1598572800.0,APP WNL,ADOPTION,ADOPETS,1599350400.0
21986,A0908414,GERM SHEPHERD,STRAY,CONFINED,1598227200.0,APP INJ,ADOPTION,ADOPETS,1599436800.0
21987,A1097048,BOXER,TREATMENT,HEART WORM,1599350400.0,APP WNL,TREATMENT,COMPLETED,1599436800.0
21988,A1089300,PIT BULL,TREATMENT,HEART WORM,1599436800.0,APP WNL,TREATMENT,COMPLETED,1599436800.0
21989,A1104772,DOMESTIC SH,FOSTER,RETURN,1599350400.0,APP WNL,ADOPTION,IN FOSTER,1599436800.0
21990,A1106961,PIT BULL,STRAY,AT LARGE,1599350400.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599436800.0
21991,A1106849,DOMESTIC SH,STRAY,CONFINED,1599091200.0,APP SICK,FOSTER,UNDERAGE,1599264000.0
21992,A1106807,AM PIT BULL TER,STRAY,CONFINED,1599004800.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
21993,A1106977,CHIHUAHUA SH,OWNER SURRENDER,OTC,1599350400.0,APP WNL,TRANSFER,MEDICAL,1599436800.0
21994,A1106329,DOMESTIC SH,CONFISCATED,KEEP SAFE,1598313600.0,APP SICK,EUTHANIZED,HUMANE,1599436800.0
21995,A1106630,DOMESTIC SH,OWNER SURRENDER,APPOINT,1598745600.0,APP WNL,ADOPTION,TELEADOPT,1599436800.0
21996,A1104101,GERM SH POINT,TREATMENT,HEART WORM,1599436800.0,APP WNL,TREATMENT,COMPLETED,1599436800.0
21997,A1105604,CHIHUAHUA SH,STRAY,WEB,1596672000.0,NORMAL,LOST EXP,OTHER,1599436800.0
21998,A1106737,ALASKAN HUSKY,STRAY,AT LARGE,1598918400.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
21999,A1100343,AKITA,TREATMENT,HEART WORM,1599436800.0,APP WNL,TREATMENT,COMPLETED,1599436800.0
22000,A1105613,AMER SH,STRAY,WEB,1595894400.0,NORMAL,LOST EXP,OTHER,1599436800.0
22001,A1105329,DOMESTIC SH,FOSTER,RETURN,1599436800.0,DECEASED,DIED,IN FOSTER,1599436800.0
22002,A1106101,LABRADOR RETR,CONFISCATED,QUARANTINE,1597795200.0,APP WNL,ADOPTION,WESTMORELD,1599350400.0
22003,A1106772,PIT BULL,STRAY,CONFINED,1599004800.0,APP INJ,FOSTER,SHORT TERM,1599350400.0
22004,A1106898,DOMESTIC SH,OWNER SURRENDER,FIELD,1599177600.0,UNDERAGE,FOSTER,GENERAL,1599264000.0
22005,A1095810,LABRADOR RETR,TREATMENT,HEART WORM,1599350400.0,APP WNL,TREATMENT,COMPLETED,1599436800.0
22006,A1081867,AKITA,STRAY,AT LARGE,1599436800.0,APP WNL,RETURNED TO OWNER,FIELD,1599436800.0
22007,A1106791,MIN PINSCHER,STRAY,OTC,1599004800.0,APP SICK,TRANSFER,TRANSPORT,1599436800.0
22008,A1106865,DACHSHUND LH,STRAY,AT LARGE,1599091200.0,APP WNL,ADOPTION,ADOPETS,1599436800.0
22009,A1105668,GERM SHEPHERD,STRAY,WEB,1596844800.0,NORMAL,LOST EXP,OTHER,1599523200.0
22010,A1105667,ALASKAN HUSKY,STRAY,WEB,1596844800.0,NORMAL,LOST EXP,OTHER,1599523200.0
22011,A1106727,PIT BULL,STRAY,AT LARGE,1598918400.0,APP WNL,ADOPTION,ADOPETS,1599523200.0
22012,A1106777,DOMESTIC SH,KEEPSAFE,DISASTER,1599004800.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22013,A1103061,GERM SHEPHERD,TREATMENT,HEART WORM,1599523200.0,APP WNL,TREATMENT,COMPLETED,1599523200.0
22014,A1106878,AUST SHEPHERD,STRAY,CONFINED,1599177600.0,APP WNL,ADOPTION,ADOPETS,1599523200.0
22015,A1107045,CHIHUAHUA SH,KEEPSAFE,OWN DECEAS,1599523200.0,FATAL,EUTHANIZED,HUMANE,1599523200.0
22016,A1105666,CHIHUAHUA SH,STRAY,WEB,1596585600.0,NORMAL,LOST EXP,OTHER,1599523200.0
22017,A1104198,DOMESTIC SH,FOSTER,FOR ADOPT,1599523200.0,APP WNL,ADOPTION,IN FOSTER,1599523200.0
22018,A1107089,GERM SHEPHERD,STRAY,AT LARGE,1599523200.0,APP WNL,RETURNED TO OWNER,FIELD,1599523200.0
22019,A1105670,CHIHUAHUA SH,STRAY,WEB,1596844800.0,NORMAL,LOST EXP,OTHER,1599523200.0
22020,A1106928,BORDER COLLIE,OWNER SURRENDER,FIELD,1599264000.0,APP WNL,ADOPTION,ADOPETS,1599523200.0
22021,A1105671,CHIHUAHUA SH,STRAY,WEB,1596844800.0,NORMAL,LOST EXP,OTHER,1599523200.0
22022,A1106778,PIT BULL,KEEPSAFE,DISASTER,1599004800.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22023,A1105646,DOMESTIC SH,FOSTER,SURGERY,1599523200.0,APP WNL,ADOPTION,IN FOSTER,1599523200.0
22024,A1099691,DOMESTIC SH,STRAY,CONFINED,1586390400.0,APP INJ,FOSTER,SHORT TERM,1586563200.0
22025,A1106892,PIT BULL,STRAY,CONFINED,1599177600.0,APP WNL,ADOPTION,ADOPETS,1599523200.0
22026,A1095624,PIT BULL,TREATMENT,HEART WORM,1599523200.0,APP SICK,TREATMENT,COMPLETED,1599523200.0
22027,A1106863,LABRADOR RETR,STRAY,CONFINED,1599091200.0,APP INJ,TRANSFER,GENERAL,1599523200.0
22028,A1106782,BRUSS GRIFFON,KEEPSAFE,DISASTER,1599004800.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22029,A1106230,PIT BULL,OWNER SURRENDER,APPOINT,1598140800.0,APP WNL,FOSTER,TRANSPORT,1599523200.0
22030,A0953000,POINTER,OWNER SURRENDER,APPOINT,1599264000.0,APP WNL,FOSTER,APPOINT,1599523200.0
22031,A1106763,SHIH TZU,STRAY,AT LARGE,1599004800.0,APP WNL,ADOPTION,ADOPETS,1599523200.0
22032,A1106790,DOMESTIC LH,STRAY,OTC,1599004800.0,APP WNL,TRANSFER,GENERAL,1599523200.0
22033,A1106879,AUST SHEPHERD,STRAY,CONFINED,1599177600.0,APP WNL,TRANSFER,TRANSPORT,1599523200.0
22034,A1106779,CAIRN TERRIER,KEEPSAFE,DISASTER,1599004800.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22035,A1106781,LABRADOR RETR,KEEPSAFE,DISASTER,1599004800.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22036,A1104958,DOMESTIC SH,FOSTER,SURGERY,1599523200.0,APP WNL,ADOPTION,IN FOSTER,1599523200.0
22037,A1106838,DOMESTIC SH,STRAY,CONFINED,1599091200.0,APP INJ,TRANSFER,SNR,1599523200.0
22038,A1101075,PIT BULL,TREATMENT,HEART WORM,1599436800.0,APP WNL,TREATMENT,COMPLETED,1599523200.0
22039,A1106675,LABRADOR RETR,STRAY,AT LARGE,1598832000.0,APP WNL,ADOPTION,ADOPETS,1599523200.0
22040,A1107032,PIT BULL,STRAY,AT LARGE,1599436800.0,APP INJ,TRANSFER,MEDICAL,1599523200.0
22041,A0526872,CHIHUAHUA SH,STRAY,CONFINED,1599350400.0,APP INJ,RETURNED TO OWNER,WESTMORELD,1599523200.0
22042,A1104769,DOMESTIC SH,FOSTER,RETURN,1599350400.0,APP WNL,TRANSFER,GENERAL,1599523200.0
22043,A1107056,DOMESTIC SH,STRAY,OTC,1599523200.0,CRITICAL,EUTHANIZED,HUMANE,1599523200.0
22044,A1107047,GERM SHEPHERD,STRAY,AT LARGE,1599523200.0,APP WNL,RETURNED TO OWNER,FIELD,1599523200.0
22045,A1107068,DOMESTIC SH,OWNER SURRENDER,GENERAL,1599523200.0,APP SICK,EUTHANIZED,HUMANE,1599523200.0
22046,A1106776,DOMESTIC SH,KEEPSAFE,DISASTER,1599004800.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22049,A1101667,PLOTT HOUND,OWNER SURRENDER,APPOINT,1599350400.0,APP WNL,TRANSFER,GENERAL,1599523200.0
22050,A1106953,GERM SHEPHERD,STRAY,AT LARGE,1599264000.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599523200.0
22051,A1106880,AUST SHEPHERD,STRAY,AT LARGE,1599177600.0,APP WNL,ADOPTION,ADOPETS,1599523200.0
22052,A1106902,GERM SHEPHERD,OWNER SURRENDER,FIELD,1599177600.0,APP WNL,ADOPTION,ADOPETS,1599523200.0
22053,A1106381,PIT BULL,KEEPSAFE,DISASTER,1598400000.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22054,A1106385,CHIHUAHUA SH,KEEPSAFE,DISASTER,1598400000.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22055,A1107078,GERM SHEPHERD,OWNER SURRENDER,OTC,1599523200.0,APP SICK,EUTHANIZED,HUMANE,1599523200.0
22056,A1106890,PIT BULL,STRAY,AT LARGE,1599177600.0,APP WNL,FOSTER,APPOINT,1599523200.0
22057,A1106382,GUINEA PIG,KEEPSAFE,DISASTER,1598400000.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22058,A1105327,DOMESTIC SH,STRAY,CONFINED,1596240000.0,APP WNL,FOSTER,UNDERAGE,1596758400.0
22059,A1106780,PIT BULL,KEEPSAFE,DISASTER,1599004800.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22060,A1106490,PIT BULL,CONFISCATED,QUARANTINE,1598572800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599523200.0
22061,A1105068,DOMESTIC SH,STRAY,CONFINED,1595808000.0,UNKNOWN,FOSTER,UNDERAGE,1595894400.0
22062,A1106479,BOSTON TERRIER,CONFISCATED,QUARANTINE,1598572800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599523200.0
22063,A1103749,PIT BULL,TREATMENT,HEART WORM,1599523200.0,APP WNL,TREATMENT,COMPLETED,1599523200.0
22064,A1107052,PIGEON,STRAY,AT LARGE,1599523200.0,APP WNL,TRANSFER,UNDERAGE,1599523200.0
22065,A1105066,DOMESTIC SH,STRAY,CONFINED,1595808000.0,UNKNOWN,FOSTER,UNDERAGE,1595894400.0
22066,A1106814,LABRADOR RETR,STRAY,AT LARGE,1599436800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599523200.0
22067,A1103774,PIT BULL,TREATMENT,HEART WORM,1599523200.0,APP WNL,TREATMENT,COMPLETED,1599523200.0
22068,A1106387,CHIHUAHUA SH,KEEPSAFE,DISASTER,1598400000.0,APP WNL,RETURNED TO OWNER,DISASTER,1599523200.0
22069,A1107030,PIT BULL,STRAY,CONFINED,1599436800.0,APP SICK,TRANSFER,MEDICAL,1599523200.0
22070,A1107081,BLUEBIRD,WILDLIFE,NON-RABIES,1599523200.0,APP INJ,DIED,ENROUTE,1599523200.0
22071,A1105658,AMER CURL SH,STRAY,WEB,1595980800.0,NORMAL,LOST EXP,OTHER,1599523200.0
22072,A1105699,GERM SHEPHERD,STRAY,WEB,1596931200.0,NORMAL,LOST EXP,OTHER,1599609600.0
22073,A1086023,SIBERIAN HUSKY,CONFISCATED,QUARANTINE,1598054400.0,APP WNL,EUTHANIZED,BITE,1599609600.0
22074,A1082380,GERM SHEPHERD,TREATMENT,HEART WORM,1599523200.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22075,A1106441,GREAT PYRENEES,CONFISCATED,KEEP SAFE,1598486400.0,APP WNL,ADOPTION,ADOPETS,1599609600.0
22076,A1051358,LABRADOR RETR,STRAY,CONFINED,1598572800.0,APP WNL,TRANSFER,TRANSPORT,1599609600.0
22077,A1100950,CAIRN TERRIER,TREATMENT,HEART WORM,1599523200.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22078,A1106330,DOMESTIC SH,STRAY,OTC,1598313600.0,APP INJ,ADOPTION,ADOPETS,1599609600.0
22079,A1105683,CHIHUAHUA SH,STRAY,WEB,1596931200.0,NORMAL,LOST EXP,OTHER,1599609600.0
22080,A1106306,DOMESTIC SH,OWNER SURRENDER,QUARANTINE,1598313600.0,APP WNL,EUTHANIZED,BITE,1599609600.0
22081,A1100933,LABRADOR RETR,TREATMENT,HEART WORM,1599436800.0,APP WNL,TREATMENT,COMPLETED,1599436800.0
22082,A1098183,LABRADOR RETR,TREATMENT,HEART WORM,1599523200.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22083,A1106817,BEAGLE,STRAY,CONFINED,1599091200.0,APP WNL,TRANSFER,GENERAL,1599609600.0
22084,A1104954,POINTER,OWNER SURRENDER,ALUMNI,1599004800.0,APP WNL,TRANSFER,BEHAVIOR,1599609600.0
22085,A1107065,DOMESTIC SH,STRAY,CONFINED,1599523200.0,APP SICK,TRANSFER,UNDERAGE,1599609600.0
22086,A1104325,DOMESTIC SH,TREATMENT,SPAY/NEUT,1599609600.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22087,A1106946,SCHNAUZER MIN,STRAY,OTC,1599264000.0,APP WNL,ADOPTION,ADOPETS,1599609600.0
22089,A1107033,GERM SHEPHERD,STRAY,AT LARGE,1599436800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599609600.0
22090,A1106249,ALASKAN HUSKY,CONFISCATED,QUARANTINE,1598227200.0,APP WNL,EUTHANIZED,BITE,1599609600.0
22091,A1065002,GERM SHEPHERD,TREATMENT,HEART WORM,1599523200.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22092,A1106938,CHIHUAHUA SH,STRAY,CONFINED,1599264000.0,APP WNL,ADOPTION,ADOPETS,1599609600.0
22093,A1105673,DOMESTIC SH,STRAY,WEB,1596412800.0,NORMAL,LOST EXP,OTHER,1599609600.0
22094,A1102312,BOXER,TREATMENT,HEART WORM,1599523200.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22095,A1107100,OPOSSUM,WILDLIFE,NON-RABIES,1599609600.0,APP WNL,WILDLIFE,RELEASE,1599609600.0
22096,A1107107,ROTTWEILER,STRAY,AT LARGE,1599609600.0,APP WNL,RETURNED TO OWNER,FIELD,1599609600.0
22097,A1072753,CHIHUAHUA SH,OWNER SURRENDER,APPOINT,1599436800.0,APP WNL,TRANSFER,GENERAL,1599609600.0
22098,A1101157,PIT BULL,TREATMENT,HEART WORM,1599609600.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22099,A1105675,SHIH TZU,STRAY,WEB,1596844800.0,NORMAL,FOUND EXP,OTHER,1599609600.0
22100,A1107092,SHIH TZU,STRAY,CONFINED,1599523200.0,APP INJ,EUTHANIZED,HUMANE,1599609600.0
22101,A1107060,LABRADOR RETR,OWNER SURRENDER,APPOINT,1599523200.0,APP WNL,ADOPTION,ADOPETS,1599609600.0
22102,A1107101,GERM SHEPHERD,STRAY,AT LARGE,1599609600.0,APP WNL,RETURNED TO OWNER,FIELD,1599609600.0
22103,A1107095,DOMESTIC SH,CONFISCATED,KEEP SAFE,1599523200.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599609600.0
22104,A1094197,GERM SHEPHERD,TREATMENT,HEART WORM,1599523200.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22105,A0572073,AUST SHEPHERD,STRAY,AT LARGE,1599609600.0,APP SICK,RETURNED TO OWNER,FIELD,1599609600.0
22106,A1107057,BOXER,STRAY,CONFINED,1599523200.0,APP WNL,ADOPTION,ADOPETS,1599609600.0
22107,A1107108,GERM SHEPHERD,STRAY,OTC,1599609600.0,APP INJ,TRANSFER,MEDICAL,1599609600.0
22109,A1107034,GERM SHEPHERD,STRAY,AT LARGE,1599436800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599609600.0
22110,A1106667,DOMESTIC SH,OWNER SURRENDER,APPOINT,1598832000.0,APP WNL,ADOPTION,TELEADOPT,1599609600.0
22111,A1107110,OPOSSUM,WILDLIFE,NON-RABIES,1599609600.0,APP SICK,EUTHANIZED,HUMANE,1599609600.0
22112,A1106941,GERM SHEPHERD,STRAY,CONFINED,1599264000.0,APP WNL,TRANSFER,TRANSPORT,1599609600.0
22113,A1105700,GERM SHEPHERD,STRAY,WEB,1596931200.0,NORMAL,LOST EXP,OTHER,1599609600.0
22114,A1106889,LABRADOR RETR,STRAY,AT LARGE,1599177600.0,APP WNL,ADOPTION,WESTMORELD,1599609600.0
22115,A1105693,MASTIFF,STRAY,WEB,1596585600.0,NORMAL,FOUND EXP,OTHER,1599609600.0
22116,A1104321,DOMESTIC SH,TREATMENT,SPAY/NEUT,1599609600.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22117,A1105695,DOMESTIC SH,STRAY,WEB,1596844800.0,NORMAL,LOST EXP,OTHER,1599609600.0
22118,A1107064,LABRADOR RETR,OWNER SURRENDER,APPOINT,1599523200.0,APP WNL,ADOPTION,ADOPETS,1599609600.0
22119,A1107031,GERM SHEPHERD,STRAY,AT LARGE,1599436800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599609600.0
22120,A1106819,ROTTWEILER,STRAY,AT LARGE,1599091200.0,APP INJ,ADOPTION,ADOPETS,1599609600.0
22121,A1105215,DOMESTIC SH,TREATMENT,SPAY/NEUT,1599609600.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22122,A1105066,DOMESTIC SH,FOSTER,RETURN,1598486400.0,DECEASED,DIED,IN FOSTER,1599609600.0
22123,A1107058,BOXER,STRAY,CONFINED,1599523200.0,APP WNL,ADOPTION,ADOPETS,1599609600.0
22124,A1106658,ALASKAN HUSKY,CONFISCATED,QUARANTINE,1598832000.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599609600.0
22125,A1106975,LABRADOR RETR,OWNER SURRENDER,FIELD,1599350400.0,APP WNL,ADOPTION,ADOPETS,1599609600.0
22126,A1104917,DOMESTIC SH,TREATMENT,SPAY/NEUT,1599609600.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22127,A1106594,DOMESTIC SH,TREATMENT,SPAY/NEUT,1599609600.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22128,A1106954,BULL TERR MIN,STRAY,CONFINED,1599264000.0,APP WNL,ADOPTION,ADOPETS,1599609600.0
22129,A1107117,CAIRN TERRIER,STRAY,AT LARGE,1599609600.0,APP INJ,TRANSFER,MEDICAL,1599609600.0
22130,A1105691,ST BERNARD SMTH,STRAY,WEB,1596585600.0,NORMAL,FOUND EXP,OTHER,1599609600.0
22131,A1105607,BULL TERRIER,TREATMENT,HEART WORM,1599609600.0,APP WNL,TREATMENT,COMPLETED,1599609600.0
22132,A1106942,PIT BULL,STRAY,CONFINED,1599264000.0,APP WNL,ADOPTION,ADOPETS,1599696000.0
22135,A1107202,RACCOON,WILDLIFE,RABIES,1599696000.0,APP SICK,EUTHANIZED,HUMANE,1599696000.0
22136,A1107206,BAT,WILDLIFE,RABIES,1599696000.0,APP WNL,EUTHANIZED,BITE,1599696000.0
22137,A1106980,GERM SHEPHERD,STRAY,AT LARGE,1599350400.0,APP WNL,ADOPTION,TELEADOPT,1599696000.0
22140,A1105712,GERM SHEPHERD,STRAY,WEB,1596844800.0,NORMAL,FOUND EXP,OTHER,1599696000.0
22141,A1105218,DOMESTIC SH,FOSTER,RETURN,1599696000.0,APP WNL,ADOPTION,IN FOSTER,1599696000.0
22143,A1089464,DOMESTIC SH,TREATMENT,SPAY/NEUT,1579219200.0,APP WNL,TREATMENT,COMPLETED,1579219200.0
22144,A1107198,DOMESTIC SH,OWNER SURRENDER,OTC,1599696000.0,APP INJ,EUTHANIZED,HUMANE,1599696000.0
22145,A1107195,SQUIRREL,WILDLIFE,NON-RABIES,1599696000.0,CRITICAL,EUTHANIZED,HUMANE,1599696000.0
22146,A1107169,OPOSSUM,WILDLIFE,NON-RABIES,1599696000.0,APP INJ,EUTHANIZED,MEDICAL-CONTAGIOUS,1599696000.0
22147,A1107151,BRITTANY,CONFISCATED,QUARANTINE,1599609600.0,APP WNL,EUTHANIZED,BITE,1599696000.0
22148,A1105216,DOMESTIC SH,FOSTER,RETURN,1599696000.0,APP WNL,ADOPTION,IN FOSTER,1599696000.0
22149,A1107082,SQUIRREL,WILDLIFE,NON-RABIES,1599523200.0,APP WNL,WILDLIFE,TRANSFER,1599609600.0
22150,A1106311,LABRADOR RETR,OWNER SURRENDER,APPOINT,1598313600.0,APP WNL,TRANSFER,TRANSPORT,1599696000.0
22151,A1107173,ALASKAN HUSKY,STRAY,AT LARGE,1599696000.0,APP WNL,RETURNED TO OWNER,FIELD,1599696000.0
22152,A1106971,DOMESTIC SH,STRAY,CONFINED,1599350400.0,APP WNL,TRANSFER,GENERAL,1599350400.0
22153,A1106194,DOMESTIC SH,CONFISCATED,QUARANTINE,1598054400.0,APP WNL,ADOPTION,ADOPETS,1599696000.0
22154,A1105218,DOMESTIC SH,TREATMENT,SPAY/NEUT,1599696000.0,APP WNL,TREATMENT,COMPLETED,1599696000.0
22155,A1103587,DOMESTIC SH,FOSTER,RETURN,1596067200.0,UNDERAGE,FOSTER,UNDERAGE,1596067200.0
22156,A1098290,GERM SHEPHERD,OWNER SURRENDER,APPOINT,1599523200.0,APP WNL,TRANSFER,TRANSPORT,1599696000.0
22157,A1105218,DOMESTIC SH,STRAY,OTC,1596067200.0,APP WNL,FOSTER,UNDERAGE,1596326400.0
22158,A1106864,GOLDEN RETR,STRAY,AT LARGE,1599091200.0,APP INJ,TRANSFER,MEDICAL,1599696000.0
22159,A1106682,PIT BULL,CONFISCATED,QUARANTINE,1598832000.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1599696000.0
22160,A1107059,LABRADOR RETR,OWNER SURRENDER,APPOINT,1599523200.0,APP WNL,ADOPTION,ADOPETS,1599696000.0
22161,A1105215,DOMESTIC SH,FOSTER,RETURN,1599609600.0,APP WNL,ADOPTION,IN FOSTER,1599696000.0
22162,A1107061,LABRADOR RETR,OWNER SURRENDER,APPOINT,1599523200.0,APP WNL,ADOPTION,ADOPETS,1599696000.0
22163,A1107203,DOMESTIC SH,STRAY,CONFINED,1599696000.0,APP INJ,EUTHANIZED,HUMANE,1599696000.0
22164,A1106981,GERM SHEPHERD,STRAY,AT LARGE,1599350400.0,APP WNL,ADOPTION,ADOPETS,1599696000.0
22165,A1104123,DOMESTIC SH,STRAY,CONFINED,1594080000.0,UNDERAGE,FOSTER,UNDERAGE,1594166400.0
22166,A1107179,COYOTE,WILDLIFE,RABIES,1599696000.0,APP SICK,EUTHANIZED,HUMANE,1599696000.0
22169,A1105352,DOMESTIC SH,TREATMENT,SPAY/NEUT,1599177600.0,APP WNL,TREATMENT,NTCOMPLETE,1599177600.0
