,id,breed,intake_type,intake_subtype,date_in,condition,outcome,outcome_sub,date_out
21727,A1101725,DOMESTIC SH,STRAY,AT LARGE,1590192000.0,APP WNL,FOSTER,UNDERAGE,1590364800.0
21728,A1104094,DOMESTIC SH,FOSTER,TREATMENT,1596326400.0,APP WNL,ADOPTION,BY FOSTER,1596326400.0
21729,A1105369,DOMESTIC SH,STRAY,CONFINED,1596326400.0,APP WNL,FOSTER,UNDERAGE,1596412800.0
21730,A1097498,PIT BULL,STRAY,AT LARGE,1596326400.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596412800.0
21731,A1086504,PIT BULL,CONFISCATED,QUARANTINE,1595635200.0,APP WNL,EUTHANIZED,BITE,1596240000.0
21732,A1104098,LABRADOR RETR,STRAY,AT LARGE,1594080000.0,APP WNL,TRANSFER,TRANSPORT,1594512000.0
21733,A1103666,LABRADOR RETR,OWNER SURRENDER,GENERAL,1593388800.0,APP WNL,TRANSFER,TRANSPORT,1594166400.0
21734,A1105315,BLUETICK HOUND,STRAY,AT LARGE,1596240000.0,APP WNL,ADOPTION,ADOPETS,1596412800.0
21735,A1090703,LABRADOR RETR,TREATMENT,HEART WORM,1596326400.0,APP WNL,TREATMENT,COMPLETED,1596412800.0
21736,A1093295,PIT BULL,TREATMENT,HEART WORM,1596326400.0,APP WNL,TREATMENT,COMPLETED,1596412800.0
21737,A1105309,AUST SHEPHERD,STRAY,CONFINED,1596240000.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596412800.0
21738,A1104054,POODLE STND,STRAY,CONFINED,1593993600.0,APP INJ,TRANSFER,TRANSPORT,1594339200.0
21739,A1105389,DOMESTIC SH,STRAY,AT LARGE,1596412800.0,APP INJ,EUTHANIZED,HUMANE,1596412800.0
21740,A1103761,POINTER,STRAY,AT LARGE,1593561600.0,APP WNL,TRANSFER,TRANSPORT,1594252800.0
21741,A1104804,COLD WATER,CONFISCATED,KEEP SAFE,1594944000.0,APP WNL,ADOPTION,WESTMORELD,1596067200.0
21742,A1096792,AMERICAN STAFF,STRAY,AT LARGE,1582502400.0,APP WNL,ADOPTION,WESTMORELD,1584576000.0
21743,A1093988,PIT BULL,TREATMENT,HEART WORM,1596326400.0,APP WNL,TREATMENT,COMPLETED,1596412800.0
21744,A1100270,DOMESTIC SH,FOSTER,RETURN,1596412800.0,APP WNL,ADOPTION,BY FOSTER,1596412800.0
21745,A1103249,ALASKAN HUSKY,STRAY,AT LARGE,1596153600.0,APP WNL,ADOPTION,ADOPETS,1596412800.0
21746,A1105254,DOMESTIC SH,OWNER SURRENDER,APPOINT,1596153600.0,APP WNL,ADOPTION,ADOPETS,1596412800.0
21747,A1090183,CHIHUAHUA SH,TREATMENT,HEART WORM,1596326400.0,APP WNL,TREATMENT,COMPLETED,1596412800.0
21748,A1105034,LABRADOR RETR,STRAY,AT LARGE,1595808000.0,APP WNL,FOSTER,APPOINT,1596412800.0
21749,A1101033,YORKSHIRE TERR,OWNER SURRENDER,FIELD,1596412800.0,APP SICK,EUTHANIZED,HUMANE,1596412800.0
21750,A1103897,CHIHUAHUA SH,STRAY,WEB,1593648000.0,NORMAL,FOUND EXP,OTHER,1596412800.0
21751,A0783202,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1592524800.0,APP SICK,TRANSFER,GENERAL,1595203200.0
21752,A1105205,PIT BULL,STRAY,CONFINED,1596067200.0,APP WNL,ADOPTION,TELEADOPT,1596412800.0
21753,A1103942,GERM SH POINT,STRAY,AT LARGE,1593734400.0,APP WNL,TRANSFER,TRANSPORT,1594080000.0
21754,A1093540,PIT BULL,STRAY,CONFINED,1595376000.0,APP SICK,TRANSFER,TRANSPORT,1596412800.0
21755,A1105288,BELG MALINOIS,STRAY,AT LARGE,1596240000.0,APP WNL,TRANSFER,GENERAL,1596412800.0
21756,A1104092,DOMESTIC SH,FOSTER,TREATMENT,1596326400.0,APP WNL,ADOPTION,BY FOSTER,1596326400.0
21757,A1105053,DOMESTIC SH,STRAY,CONFINED,1595808000.0,APP WNL,TRANSFER,SNR,1596412800.0
21758,A1105350,DUCK,WILDLIFE,NON-RABIES,1596326400.0,APP WNL,WILDLIFE,RELEASE,1596326400.0
21759,A1103620,CATAHOULA,OWNER SURRENDER,APPOINT,1593302400.0,APP WNL,TRANSFER,TRANSPORT,1593561600.0
21760,A1105387,DOMESTIC SH,STRAY,AT LARGE,1596412800.0,APP INJ,EUTHANIZED,HUMANE,1596412800.0
21761,A0956321,POODLE MIN,KEEPSAFE,OWN ARREST,1595203200.0,APP WNL,ADOPTION,ADOPETS,1596412800.0
21762,A1104936,PIT BULL,STRAY,AT LARGE,1595548800.0,APP WNL,TRANSFER,TRANSPORT,1596412800.0
21763,A1104009,GREAT PYRENEES,STRAY,AT LARGE,1593907200.0,APP WNL,TRANSFER,TRANSPORT,1595030400.0
21764,A1105397,PIGEON,WILDLIFE,NON-RABIES,1596412800.0,APP INJ,WILDLIFE,TRANSFER,1596412800.0
21765,A1103406,PIT BULL,STRAY,CONFINED,1592956800.0,APP WNL,TRANSFER,TRANSPORT,1594166400.0
21766,A0975311,DOMESTIC LH,STRAY,AT LARGE,1596412800.0,APP SICK,EUTHANIZED,HUMANE,1596412800.0
21767,A1105348,PIT BULL,CONFISCATED,SAC,1596326400.0,APP INJ,TRANSFER,INV,1596412800.0
21768,A1093071,BEAGLE,OWNER SURRENDER,FIELD,1594252800.0,APP WNL,TRANSFER,TRANSPORT,1594857600.0
21769,A1104724,GERM SHEPHERD,STRAY,CONFINED,1595203200.0,APP SICK,ADOPTION,ADOPETS,1596412800.0
21770,A1105207,CHIHUAHUA SH,STRAY,AT LARGE,1596067200.0,APP WNL,ADOPTION,ADOPETS,1596412800.0
21771,A1103248,AUST CATTLE DOG,FOSTER,RETURN,1596412800.0,APP WNL,ADOPTION,BY FOSTER,1596412800.0
21772,A1104633,BEAGLE,STRAY,CONFINED,1594944000.0,APP WNL,TRANSFER,TRANSPORT,1595462400.0
21773,A1104610,COLD WATER,CONFISCATED,KEEP SAFE,1594944000.0,APP WNL,ADOPTION,WESTMORELD,1596067200.0
21774,A1105386,DOMESTIC SH,STRAY,AT LARGE,1596412800.0,APP INJ,EUTHANIZED,HUMANE,1596412800.0
21775,A1105319,LABRADOR RETR,STRAY,CONFINED,1596240000.0,APP WNL,ADOPTION,ADOPETS,1596412800.0
21776,A1104608,COLD WATER,CONFISCATED,KEEP SAFE,1594944000.0,APP WNL,ADOPTION,WESTMORELD,1596067200.0
21777,A1022737,ALASKAN HUSKY,STRAY,AT LARGE,1596326400.0,APP WNL,RETURNED TO OWNER,FIELD,1596326400.0
21778,A1104443,SCHNAUZER STAND,STRAY,WEB,1593648000.0,NORMAL,LOST EXP,OTHER,1596412800.0
21779,A1103956,SIBERIAN HUSKY,STRAY,AT LARGE,1593820800.0,APP WNL,TRANSFER,TRANSPORT,1594166400.0
21780,A1094400,DOMESTIC SH,STRAY,AT LARGE,1595635200.0,APP WNL,TRANSFER,SNR,1596412800.0
21781,A1096792,AMERICAN STAFF,FOSTER,RETURN,1594166400.0,UNKNOWN,ADOPTION,IN FOSTER,1594166400.0
21782,A1104607,COLD WATER,CONFISCATED,KEEP SAFE,1594944000.0,APP WNL,ADOPTION,WESTMORELD,1596067200.0
21783,A1096792,AMERICAN STAFF,TREATMENT,HEART WORM,1594771200.0,APP WNL,TREATMENT,COMPLETED,1594857600.0
21784,A1104663,DOMESTIC SH,FOSTER,RETURN,1596412800.0,APP WNL,ADOPTION,IN FOSTER,1596412800.0
21785,A1104265,SCHNAUZER MIN,STRAY,CONFINED,1594339200.0,APP INJ,TRANSFER,GENERAL,1594857600.0
21786,A1105320,LABRADOR RETR,STRAY,CONFINED,1596240000.0,APP WNL,ADOPTION,ADOPETS,1596412800.0
21787,A1103124,PIT BULL,STRAY,AT LARGE,1592438400.0,APP WNL,TRANSFER,TRANSPORT,1594080000.0
21788,A1103490,KUVASZ,STRAY,AT LARGE,1593043200.0,APP INJ,TRANSFER,TRANSPORT,1593648000.0
21789,A1104609,COLD WATER,CONFISCATED,KEEP SAFE,1594944000.0,APP WNL,ADOPTION,WESTMORELD,1596067200.0
21790,A1104281,GERM SHEPHERD,STRAY,AT LARGE,1594425600.0,APP WNL,TRANSFER,TRANSPORT,1594771200.0
21791,A1104248,PIT BULL,STRAY,AT LARGE,1594339200.0,APP INJ,TRANSFER,TRANSPORT,1594684800.0
21792,A1096792,AMERICAN STAFF,FOSTER,RETURN,1586736000.0,APP WNL,FOSTER,SHORT TERM,1586908800.0
21793,A1104442,DOMESTIC LH,STRAY,WEB,1593648000.0,NORMAL,LOST EXP,OTHER,1596412800.0
21794,A0958493,CHIHUAHUA LH,CONFISCATED,QUARANTINE,1595808000.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596412800.0
21795,A1105388,DOMESTIC SH,STRAY,AT LARGE,1596412800.0,APP INJ,EUTHANIZED,HUMANE,1596412800.0
21796,A1091503,PIT BULL,TREATMENT,HEART WORM,1596326400.0,APP WNL,TREATMENT,COMPLETED,1596412800.0
21797,A1105340,SCHNAUZER MIN,STRAY,CONFINED,1596326400.0,APP SICK,RETURNED TO OWNER,WESTMORELD,1596412800.0
21798,A1093766,PIT BULL,TREATMENT,HEART WORM,1596326400.0,APP WNL,TREATMENT,COMPLETED,1596412800.0
21799,A1104630,GREAT PYRENEES,STRAY,AT LARGE,1594944000.0,APP WNL,TRANSFER,TRANSPORT,1595289600.0
21800,A1104438,SHIBA INU,STRAY,WEB,1593648000.0,NORMAL,LOST EXP,OTHER,1596412800.0
21801,A1103889,BORDER COLLIE,STRAY,WEB,1593734400.0,NORMAL,LOST EXP,OTHER,1596412800.0
21802,A1104723,LABRADOR RETR,STRAY,AT LARGE,1595203200.0,APP WNL,TRANSFER,TRANSPORT,1595289600.0
21803,A1103098,PIT BULL,STRAY,CONFINED,1592438400.0,APP INJ,TRANSFER,TRANSPORT,1596412800.0
21804,A1098640,LABRADOR RETR,TREATMENT,HEART WORM,1596326400.0,APP WNL,TREATMENT,COMPLETED,1596412800.0
21805,A1002306,LABRADOR RETR,TRANSFER,ALUMNI,1594598400.0,APP WNL,TRANSFER,GENERAL,1596412800.0
21806,A1103084,DOMESTIC SH,FOSTER,TREATMENT,1596326400.0,APP WNL,ADOPTION,ADOPETS,1596326400.0
21807,A1105403,DOMESTIC MH,STRAY,AT LARGE,1596412800.0,CRITICAL,EUTHANIZED,HUMANE,1596412800.0
21808,A1069990,BOXER,STRAY,AT LARGE,1596412800.0,APP WNL,RETURNED TO OWNER,FIELD,1596412800.0
21809,A1103877,DOMESTIC SH,FOSTER,RETURN,1596153600.0,APP WNL,TRANSFER,SNR,1596412800.0
21810,A1102165,PIT BULL,CONFISCATED,QUARANTINE,1590883200.0,APP WNL,TRANSFER,TRANSPORT,1594080000.0
21811,A1105206,LABRADOR RETR,STRAY,AT LARGE,1596067200.0,APP WNL,ADOPTION,ADOPETS,1596412800.0
21812,A1104873,PIT BULL,STRAY,CONFINED,1595376000.0,APP WNL,TRANSFER,GENERAL,1596412800.0
21813,A1105568,CHIHUAHUA SH,STRAY,WEB,1596499200.0,NORMAL,FOUND EXP,OTHER,1599350400.0
21814,A1106712,LABRADOR RETR,STRAY,AT LARGE,1598918400.0,APP WNL,ADOPTION,ADOPETS,1599350400.0
21815,A1060664,LHASA APSO,STRAY,CONFINED,1599436800.0,APP WNL,RETURNED TO OWNER,FIELD,1599436800.0
21816,A1106963,DOMESTIC SH,STRAY,CONFINED,1599350400.0,APP WNL,EUTHANIZED,HUMANE,1599350400.0
21817,A1104216,PIT BULL,OWNER SURRENDER,OTC,1598486400.0,APP WNL,ADOPTION,ADOPETS,1599350400.0
21818,A1106337,DOMESTIC SH,FOSTER,APPOINT,1599350400.0,APP INJ,EUTHANIZED,HUMANE,1599350400.0
21819,A1083593,GREAT PYRENEES,FOSTER,SURGERY,1572307200.0,APP WNL,FOSTER,SURGERY,1572393600.0
21820,A1103228,DOMESTIC SH,TREATMENT,SPAY/NEUT,1596499200.0,APP WNL,TREATMENT,COMPLETED,1596499200.0
21821,A1087906,LABRADOR RETR,FOSTER,RETURN,1578700800.0,APP WNL,TRANSFER,TRANSPORT,1578700800.0
21822,A1086826,DOMESTIC SH,FOSTER,RETURN,1576627200.0,APP WNL,ADOPTION,IN FOSTER,1576627200.0
21823,A1084463,DOMESTIC SH,FOSTER,RETURN,1575763200.0,APP WNL,ADOPTION,WALK IN,1576022400.0
21824,A1083593,GREAT PYRENEES,FOSTER,RETURN,1577318400.0,APP WNL,ADOPTION,WALK IN,1577318400.0
21825,A0925728,LABRADOR RETR,STRAY,AT LARGE,1596499200.0,APP WNL,RETURNED TO OWNER,FIELD,1596499200.0
21826,A1081888,DOMESTIC SH,FOSTER,RETURN,1580169600.0,APP WNL,ADOPTION,IN FOSTER,1580169600.0
21827,A1090718,CHIHUAHUA SH,FOSTER,TREATMENT,1577577600.0,APP WNL,FOSTER,TREATMENT,1577577600.0
21828,A1105410,HAWK,WILDLIFE,NON-RABIES,1596412800.0,APP INJ,WILDLIFE,TRANSFER,1596499200.0
21829,A1087538,DOMESTIC SH,FOSTER,TREATMENT,1574899200.0,APP WNL,FOSTER,TREATMENT,1574899200.0
21830,A1105307,GERM SHEPHERD,STRAY,AT LARGE,1596240000.0,APP WNL,TRANSFER,GENERAL,1596499200.0
21831,A1104394,ST BERNARD SMTH,TREATMENT,SPAY/NEUT,1596412800.0,APP WNL,TREATMENT,COMPLETED,1596499200.0
21832,A1101265,DOMESTIC SH,FOSTER,RETURN,1592697600.0,APP WNL,ADOPTION,IN FOSTER,1592697600.0
21833,A1105175,BORDER TERRIER,STRAY,CONFINED,1595980800.0,APP INJ,TRANSFER,MEDICAL,1596499200.0
21834,A1104395,ST BERNARD SMTH,FOSTER,RETURN,1594771200.0,APP WNL,FOSTER,UNDERAGE,1594771200.0
21835,A1102415,DOMESTIC SH,FOSTER,APPOINT,1594857600.0,APP WNL,ADOPTION,WESTMORELD,1595635200.0
21836,A1104192,CHIHUAHUA SH,STRAY,CONFINED,1594166400.0,APP SICK,FOSTER,TRANSPORT,1594512000.0
21837,A1105256,SIBERIAN HUSKY,STRAY,AT LARGE,1596153600.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596499200.0
21838,A1084465,DOMESTIC SH,FOSTER,RETURN,1575763200.0,APP WNL,ADOPTION,WALK IN,1575936000.0
21839,A1104394,ST BERNARD SMTH,FOSTER,RETURN,1594771200.0,APP WNL,FOSTER,UNDERAGE,1594771200.0
21840,A1104444,LABRADOR RETR,STRAY,WEB,1593734400.0,NORMAL,LOST EXP,OTHER,1596499200.0
21841,A1105281,GERM SHEPHERD,STRAY,AT LARGE,1596153600.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21842,A1104450,JACK RUSS TERR,STRAY,WEB,1593734400.0,NORMAL,FOUND EXP,OTHER,1596499200.0
21843,A1089545,STAFFORDSHIRE,TREATMENT,HEART WORM,1596412800.0,APP WNL,TREATMENT,COMPLETED,1596499200.0
21844,A1104617,DOBERMAN PINSCH,OWNER SURRENDER,EUTHANASIA REQUESTED,1594944000.0,APP WNL,EUTHANIZED,HUMANE,1594944000.0
21845,A1105308,GERM SHEPHERD,STRAY,AT LARGE,1596240000.0,APP WNL,TRANSFER,GENERAL,1596499200.0
21846,A1103553,ALASKAN HUSKY,STRAY,CONFINED,1593129600.0,APP INJ,FOSTER,TRANSPORT,1595203200.0
21847,A1091272,PIT BULL,FOSTER,TREATMENT,1577577600.0,APP WNL,FOSTER,TREATMENT,1577577600.0
21848,A1105437,DOMESTIC SH,STRAY,AT LARGE,1596499200.0,APP INJ,EUTHANIZED,HUMANE,1596499200.0
21849,A1103093,LABRADOR RETR,STRAY,CONFINED,1592352000.0,APP INJ,TRANSFER,TRANSPORT,1596499200.0
21850,A1105402,BAT,WILDLIFE,RABIES,1596412800.0,DECEASED,DIED,DOA,1596499200.0
21851,A1091581,PIT BULL,FOSTER,TREATMENT,1581292800.0,APP WNL,FOSTER,TREATMENT,1581292800.0
21852,A1083593,GREAT PYRENEES,TREATMENT,HEART WORM,1578787200.0,APP WNL,TREATMENT,COMPLETED,1578787200.0
21853,A1105414,LABRADOR RETR,CONFISCATED,SAC,1596412800.0,DECEASED,DISPOSAL,DISPOSAL,1596499200.0
21854,A0835127,CHIHUAHUA SH,CONFISCATED,KEEP SAFE,1593043200.0,APP WNL,FOSTER,TRANSPORT,1593993600.0
21855,A1096237,PIT BULL,OWNER SURRENDER,OTC,1596067200.0,APP WNL,EUTHANIZED,BEHAVIOR,1596499200.0
21856,A1105283,SCHNAUZER STAND,STRAY,CONFINED,1596153600.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596412800.0
21857,A1105157,CHIHUAHUA SH,STRAY,CONFINED,1595980800.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21858,A1104669,GERM SHEPHERD,OWNER SURRENDER,OTC,1595030400.0,APP WNL,ADOPTION,WESTMORELD,1596240000.0
21859,A1104446,CHIHUAHUA SH,STRAY,WEB,1593734400.0,NORMAL,LOST EXP,OTHER,1596499200.0
21860,A1087275,LABRADOR RETR,STRAY,AT LARGE,1595980800.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21861,A0851680,YORKSHIRE TERR,FOSTER,RETURN,1596499200.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596499200.0
21862,A1097475,DOMESTIC SH,FOSTER,RETURN,1587686400.0,APP WNL,ADOPTION,IN FOSTER,1587686400.0
21863,A1098454,DOMESTIC SH,FOSTER,TREATMENT,1584489600.0,APP WNL,FOSTER,TREATMENT,1584489600.0
21864,A1104928,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1595548800.0,APP WNL,ADOPTION,WESTMORELD,1596240000.0
21865,A1104445,BORDER COLLIE,STRAY,WEB,1593734400.0,NORMAL,LOST EXP,OTHER,1596499200.0
21866,A1083593,GREAT PYRENEES,FOSTER,RETURN,1580601600.0,APP WNL,TRANSFER,GENERAL,1580601600.0
21867,A1104316,AUST CATTLE DOG,FOSTER,STRAY,1595030400.0,APP WNL,FOSTER,APPOINT,1595289600.0
21868,A1091132,BORDER COLLIE,FOSTER,RETURN,1576627200.0,APP WNL,FOSTER,TO ADOPT,1576627200.0
21869,A1087537,DOMESTIC SH,FOSTER,TREATMENT,1574899200.0,APP WNL,FOSTER,TREATMENT,1574899200.0
21870,A1091577,PIT BULL,FOSTER,TREATMENT,1581292800.0,APP WNL,FOSTER,TREATMENT,1581292800.0
21871,A1100040,RAT TERRIER,OWNER SURRENDER,GENERAL,1595376000.0,APP WNL,RETURNED TO OWNER,FIELD,1596499200.0
21872,A1104395,ST BERNARD SMTH,TREATMENT,SPAY/NEUT,1596412800.0,APP WNL,TREATMENT,COMPLETED,1596499200.0
21873,A1105399,DOMESTIC SH,STRAY,CONFINED,1596412800.0,UNDERAGE,TRANSFER,GENERAL,1596499200.0
21874,A1104448,YORKSHIRE TERR,STRAY,WEB,1593734400.0,NORMAL,LOST EXP,OTHER,1596499200.0
21875,A1087425,SCHNAUZER MIN,STRAY,CONFINED,1596499200.0,APP WNL,RETURNED TO OWNER,FIELD,1596499200.0
21876,A1083820,PIT BULL,OWNER SURRENDER,ALUMNI,1595980800.0,APP WNL,ADOPTION,WESTMORELD,1596326400.0
21877,A1103228,DOMESTIC SH,FOSTER,RETURN,1596499200.0,APP WNL,ADOPTION,IN FOSTER,1596499200.0
21878,A1088016,DOMESTIC MH,FOSTER,RETURN,1577577600.0,APP WNL,ADOPTION,WESTMORELD,1577664000.0
21879,A1100511,DOMESTIC SH,TREATMENT,SPAY/NEUT,1596499200.0,APP WNL,TREATMENT,COMPLETED,1596499200.0
21880,A1105247,CHIHUAHUA SH,STRAY,AT LARGE,1596153600.0,APP WNL,TRANSFER,GENERAL,1596499200.0
21881,A1105160,ROTTWEILER,OWNER SURRENDER,APPOINT,1595980800.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21882,A1105325,GERM SHEPHERD,STRAY,CONFINED,1596240000.0,APP WNL,TRANSFER,GENERAL,1596499200.0
21883,A1100278,DOMESTIC SH,FOSTER,APPOINT,1589760000.0,APP SICK,FOSTER,APPOINT,1589846400.0
21884,A1103292,LABRADOR RETR,FOSTER,RETURN,1594684800.0,APP WNL,TRANSFER,TRANSPORT,1594771200.0
21885,A1105280,GERM SHEPHERD,STRAY,AT LARGE,1596153600.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21886,A1103840,DOMESTIC SH,FOSTER,RETURN,1594944000.0,DECEASED,DIED,IN FOSTER,1594944000.0
21887,A1105111,DOMESTIC SH,OWNER SURRENDER,APPOINT,1595894400.0,APP WNL,ADOPTION,WESTMORELD,1596240000.0
21888,A1087537,DOMESTIC SH,FOSTER,TREATMENT,1577577600.0,APP WNL,ADOPTION,PROMOTION,1577664000.0
21889,A1091579,PIT BULL,FOSTER,TREATMENT,1581292800.0,APP WNL,FOSTER,TREATMENT,1581292800.0
21890,A1105107,LABRADOR RETR,STRAY,CONFINED,1595894400.0,UNKNOWN,ADOPTION,ADOPETS,1596499200.0
21891,A1104211,PIT BULL,STRAY,CONFINED,1594252800.0,APP INJ,ADOPTION,WESTMORELD,1596326400.0
21892,A1093989,PIT BULL,FOSTER,TREATMENT,1584230400.0,APP WNL,FOSTER,TREATMENT,1584403200.0
21893,A1084465,DOMESTIC SH,FOSTER,TREATMENT,1574899200.0,APP WNL,FOSTER,TREATMENT,1574899200.0
21894,A1094839,AM PIT BULL TER,OWNER SURRENDER,APPOINT,1595030400.0,APP WNL,ADOPTION,TELEADOPT,1596499200.0
21895,A1105105,PIT BULL,OWNER SURRENDER,APPOINT,1595894400.0,APP WNL,TRANSFER,GENERAL,1596499200.0
21896,A1105152,ENG BULLDOG,STRAY,CONFINED,1595980800.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21897,A1104091,DOMESTIC SH,FOSTER,RETURN,1595376000.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21898,A1105448,SQUIRREL,WILDLIFE,NON-RABIES,1596499200.0,APP INJ,EUTHANIZED,HUMANE,1596499200.0
21899,A1091381,ROTTWEILER,STRAY,AT LARGE,1596499200.0,APP WNL,RETURNED TO OWNER,FIELD,1596499200.0
21900,A1090718,CHIHUAHUA SH,FOSTER,RETURN,1577664000.0,APP WNL,TRANSFER,TRANSPORT,1577664000.0
21901,A1105356,PIT BULL,CONFISCATED,SAC,1596326400.0,APP SICK,TRANSFER,INV,1596412800.0
21902,A1090553,GERM SHEPHERD,FOSTER,TREATMENT,1579392000.0,APP WNL,FOSTER,TREATMENT,1579392000.0
21903,A1105435,PARROT,STRAY,CONFINED,1596499200.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596499200.0
21904,A1091203,CHIHUAHUA LH,STRAY,AT LARGE,1596499200.0,APP WNL,RETURNED TO OWNER,FIELD,1596499200.0
21905,A1093642,DOMESTIC SH,FOSTER,TREATMENT,1579737600.0,APP WNL,FOSTER,TREATMENT,1579737600.0
21906,A1090552,GERM SHEPHERD,FOSTER,TREATMENT,1579392000.0,APP WNL,FOSTER,TREATMENT,1579392000.0
21907,A1060805,GERM SHEPHERD,TREATMENT,HEART WORM,1596412800.0,APP WNL,TREATMENT,COMPLETED,1596499200.0
21908,A1092605,GREAT DANE,FOSTER,SURGERY,1578441600.0,APP WNL,ADOPTION,BY FOSTER,1578441600.0
21909,A1104449,RUSSIAN BLUE,STRAY,WEB,1592870400.0,NORMAL,LOST EXP,OTHER,1596499200.0
21910,A1101200,DOMESTIC SH,FOSTER,RETURN,1589846400.0,APP SICK,FOSTER,GENERAL,1590019200.0
21911,A1104949,PIT BULL,STRAY,CONFINED,1595548800.0,APP WNL,ADOPTION,WESTMORELD,1596240000.0
21912,A1100511,DOMESTIC SH,FOSTER,RETURN,1596499200.0,APP WNL,ADOPTION,IN FOSTER,1596499200.0
21913,A1087538,DOMESTIC SH,FOSTER,TREATMENT,1577577600.0,APP WNL,ADOPTION,WALK IN,1577664000.0
21914,A1104447,PIT BULL,STRAY,WEB,1593820800.0,NORMAL,LOST EXP,OTHER,1596499200.0
21915,A1104986,PIT BULL,STRAY,CONFINED,1595635200.0,APP SICK,ADOPTION,WESTMORELD,1596412800.0
21916,A1101075,PIT BULL,TREATMENT,HEART WORM,1596499200.0,APP WNL,TREATMENT,COMPLETED,1596499200.0
21917,A1076022,LABRADOR RETR,OWNER SURRENDER,APPOINT,1596412800.0,APP WNL,TRANSFER,GENERAL,1596499200.0
21918,A1105258,CAIRN TERRIER,STRAY,AT LARGE,1596153600.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21919,A1105324,GERM SHEPHERD,STRAY,CONFINED,1596240000.0,APP WNL,TRANSFER,GENERAL,1596499200.0
21920,A1087536,DOMESTIC SH,FOSTER,RETURN,1575763200.0,APP WNL,ADOPTION,EAC,1577318400.0
21921,A1087536,DOMESTIC SH,FOSTER,TREATMENT,1574899200.0,APP WNL,FOSTER,TREATMENT,1574899200.0
21922,A1103977,POODLE MIN,STRAY,CONFINED,1593820800.0,APP WNL,FOSTER,TRANSPORT,1594166400.0
21923,A1105123,GERM SHEPHERD,STRAY,AT LARGE,1595894400.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21924,A1055992,DOMESTIC SH,OWNER SURRENDER,ALUMNI,1595980800.0,APP WNL,ADOPTION,WESTMORELD,1596240000.0
21925,A0994055,PIT BULL,OWNER SURRENDER,GENERAL,1594684800.0,APP WNL,ADOPTION,ADOPETS,1596499200.0
21926,A1093531,SHIH TZU,TREATMENT,HEART WORM,1596412800.0,APP WNL,TREATMENT,COMPLETED,1596499200.0
21927,A1084463,DOMESTIC SH,FOSTER,TREATMENT,1574899200.0,APP WNL,FOSTER,TREATMENT,1574899200.0
21928,A1106468,DACHSHUND,STRAY,OTC,1598486400.0,APP INJ,TRANSFER,MEDICAL,1598659200.0
21929,A1106728,DOMESTIC SH,STRAY,AT LARGE,1598918400.0,APP INJ,EUTHANIZED,HUMANE,1598918400.0
21930,A1106969,SCOT TERRIER,OWNER SURRENDER,FIELD,1599350400.0,APP SICK,EUTHANIZED,HUMANE,1599350400.0
21931,A1106655,PIT BULL,KEEPSAFE,DISASTER,1598745600.0,APP WNL,RETURNED TO OWNER,DISASTER,1599350400.0
21932,A1106810,PIT BULL,STRAY,CONFINED,1599004800.0,APP WNL,ADOPTION,ADOPETS,1599350400.0
21933,A1106962,DOMESTIC SH,STRAY,CONFINED,1599350400.0,APP WNL,EUTHANIZED,HUMANE,1599350400.0
21934,A1105593,SWINE,STRAY,WEB,1596672000.0,NORMAL,LOST EXP,OTHER,1599350400.0
21935,A1103669,GERM SHEPHERD,TREATMENT,HEART WORM,1599350400.0,APP WNL,TREATMENT,COMPLETED,1599350400.0
21936,A1106992,LABRADOR RETR,STRAY,CONFINED,1599436800.0,APP WNL,RETURNED TO OWNER,FIELD,1599436800.0
21937,A1106346,RHOD RIDGEBACK,STRAY,AT LARGE,1598313600.0,APP WNL,ADOPTION,TELEADOPT,1599350400.0
21938,A1104640,DOMESTIC SH,FOSTER,RETURN,1599177600.0,APP WNL,ADOPTION,IN FOSTER,1599177600.0
21939,A1105575,CHIHUAHUA SH,STRAY,WEB,1596412800.0,NORMAL,LOST EXP,OTHER,1599350400.0
21940,A1104954,POINTER,OWNER SURRENDER,FIELD,1595635200.0,APP WNL,ADOPTION,ADOPETS,1595980800.0
21942,A1106861,DOMESTIC SH,OWNER SURRENDER,GENERAL,1599091200.0,APP WNL,ADOPTION,WESTMORELD,1599436800.0
21943,A1098575,SIBERIAN HUSKY,TREATMENT,HEART WORM,1599350400.0,APP WNL,TREATMENT,COMPLETED,1599436800.0
