id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
62962,4/26/19 17:50,Transfer from Other Shelter,0,D1904469,9.8102E+14,Luna,Beagle/Mix,Red,Dog,18 weeks.,Female,Adoptable Dogs,4/28/19 0:00,Foster,0,5/1/19 0:00,Stray,,Court Order/ Legal,0,0,0
62962,4/26/19 17:50,Transfer from Other Shelter,0,D1904469,9.8102E+14,Luna,Beagle/Mix,Red,Dog,18 weeks.,Female,Adoptable Dogs,5/1/19 0:00,Foster,0,5/10/19 0:00,Stray,,Court Order/ Legal,0,0,0
62962,4/26/19 17:50,Transfer from Other Shelter,0,D1904469,9.8102E+14,Luna,Beagle/Mix,Red,Dog,18 weeks.,Female,Adoptable Dogs,5/10/19 0:00,Adoption,0,5/21/19 0:00,Stray,,Court Order/ Legal,0,0,0
62962,4/26/19 17:50,Transfer from Other Shelter,0,D1904469,9.8102E+14,Luna,Beagle/Mix,Red,Dog,18 weeks.,Female,Adoptable Dogs,5/26/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62963,4/26/19 17:50,Transfer from Other Shelter,0,D1904470,9.8102E+14,Foxtrot,Beagle/Mix,Tan and White,Dog,11 weeks.,Male,Adoptable Dogs,4/28/19 0:00,Foster,0,5/1/19 0:00,Stray,,Court Order/ Legal,0,0,0
62963,4/26/19 17:50,Transfer from Other Shelter,0,D1904470,9.8102E+14,Foxtrot,Beagle/Mix,Tan and White,Dog,11 weeks.,Male,Adoptable Dogs,5/1/19 0:00,Foster,0,5/22/19 0:00,Stray,,Court Order/ Legal,0,0,0
62963,4/26/19 17:50,Transfer from Other Shelter,0,D1904470,9.8102E+14,Foxtrot,Beagle/Mix,Tan and White,Dog,11 weeks.,Male,Adoptable Dogs,5/30/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62964,4/26/19 17:50,Transfer from Other Shelter,0,D1904471,9.8102E+14,Beau,Beagle/Mix,Tan and White,Dog,11 weeks.,Male,Adoptable Dogs,4/28/19 0:00,Foster,0,5/1/19 0:00,Stray,,Court Order/ Legal,0,0,0
62964,4/26/19 17:50,Transfer from Other Shelter,0,D1904471,9.8102E+14,Beau,Beagle/Mix,Tan and White,Dog,11 weeks.,Male,Adoptable Dogs,5/1/19 0:00,Foster,0,5/22/19 0:00,Stray,,Court Order/ Legal,0,0,0
62964,4/26/19 17:50,Transfer from Other Shelter,0,D1904471,9.8102E+14,Beau,Beagle/Mix,Tan and White,Dog,11 weeks.,Male,Adoptable Dogs,5/26/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62965,4/27/19 12:22,Unsuitable Accommodation,0,D1904472,9.8102E+14,Bud the Stud,Labrador Retriever/Hound,Tan,Dog,7 months.,Male,Adoptable Dogs,5/11/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62969,4/27/19 13:57,Incompatible with owner lifestyle,0,D1904473,9.8102E+14,Big Ben,Labrador Retriever/Newfoundland,Black and White,Dog,1 year 0 months.,Male,Adoptable Dogs,5/13/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62970,4/27/19 15:17,Allergies,0,D1904474,9.8102E+14,Winter,Border Collie,White and Tan,Dog,6 months.,Female,Adoptable Dogs,5/3/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62971,4/27/19 16:51,Incompatible with owner lifestyle,0,D1904475,0A107F2F55,Abby,Labrador Retriever,Black,Dog,11 years 3 months.,Female,Adoptable Dogs,5/9/19 0:00,Foster,0,6/7/19 0:00,Stray,,Court Order/ Legal,0,0,0
62971,4/27/19 16:51,Incompatible with owner lifestyle,0,D1904475,0A107F2F55,Abby,Labrador Retriever,Black,Dog,11 years 3 months.,Female,Adoptable Dogs,6/7/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62972,4/28/19 13:15,Stray,0,D1904476,9.8102E+14,Mojo,Bully Breed Mix,Black,Dog,1 year 2 months.,Male,Adoptable Dogs,5/17/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62973,4/28/19 13:20,Stray,0,H1904477,,Dandelion,American,White and Black,House Rabbit,9 weeks.,Male,Small Animal room,5/28/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62975,4/28/19 15:31,Stray,0,D1904478,9.8102E+14,Charles,Terrier,Red and Black,Dog,9 months.,Male,Dog room Isolation,5/17/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62976,4/28/19 15:55,Landlord issues,0,D1904477,9.85112E+14,Strider,Shep Mix,Black and White,Dog,2 years 6 months.,Male,Dog room B,4/29/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62977,4/29/19 9:31,Stray,0,D1904479,,Mack,Labrador Retriever,Black,Dog,8 months.,Male,Canine intake room,4/29/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
62978,4/29/19 9:33,Stray,0,D1904480,9.8102E+14,Hank,Labrador Retriever/Mix,Black,Dog,4 years 6 months.,Male,Canine intake room,4/29/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
62980,4/29/19 12:44,Stray,0,D1904482,,Chev,Heeler,Blue merle,Dog,1 year 0 months.,Male,Dog room B,4/29/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
62981,4/29/19 13:18,Moving,0,G1904482,,Piggy,American Crested,Brown and White,Guinea Pig,1 year 2 months.,Male,Small Animal room,5/3/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62984,4/29/19 14:24,Sick/Injured,0,C1904465,9.8102E+14,Ester,Domestic Medium Hair,Black,Cat,1 year 1 month.,Female,Adoptable Cat Kennels,6/14/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62985,4/29/19 14:30,Stray,0,D1904483,9.8102E+14,Blue,Bully Breed Mix,Brown and White,Dog,7 months.,Male,Dog room A,4/29/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
62986,4/29/19 14:33,Stray,0,H1904484,,Hopps,Lop Eared,Brown and Black,House Rabbit,1 year 1 month.,Female,Small Animal room,6/22/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62987,4/29/19 16:58,Unable to Afford,0,D1904484,9.85112E+14,Diesel,Bully Breed Mix,Brown and White,Dog,1 year 2 months.,Male,Dog room B,5/2/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62989,4/29/19 16:57,Incompatible with owner lifestyle,0,D1904485,9.85112E+14,Jax,Bully Breed Mix,Brown and White,Dog,1 year 1 month.,Male,Adoptable Dogs,5/12/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
62990,4/29/19 17:01,Unable to Afford,0,D1904486,9.85112E+14,Tundra,Bully Breed Mix,Brindle and White,Dog,1 year 1 month.,Female,Office,5/12/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
62993,4/30/19 12:03,Unable to Afford,0,D1904487,9.8102E+14,Rogue,Labrador Retriever/Heeler,Black,Dog,2 years 1 month.,Female,Dog room Isolation,5/16/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62996,4/30/19 12:26,Stray,0,C1904483,9.8102E+14,Califia,Domestic Medium Hair,Black,Cat,9 months.,Female,Adoptable Cat Kennels,6/7/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62997,4/30/19 12:26,Stray,0,C1904484,,Forager,Domestic Medium Hair,Black,Cat,7 months.,Female,Cat room B,5/31/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
62999,4/30/19 12:34,Incompatible with owner lifestyle,0,D1904489,9.8102E+14,Cali,Bully Breed Mix,Grey,Dog,1 year 8 months.,Female,Adoptable Dogs,5/21/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63000,4/30/19 14:31,Stray,0,C1904485,9.8102E+14,Miss Annabelle,Domestic Short Hair,Grey,Cat,24 weeks.,Female,Adoptable window colony,5/8/19 0:00,Foster,0,6/10/19 0:00,Stray,,Court Order/ Legal,0,0,0
63000,4/30/19 14:31,Stray,0,C1904485,9.8102E+14,Miss Annabelle,Domestic Short Hair,Grey,Cat,24 weeks.,Female,Adoptable window colony,6/12/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63001,4/30/19 15:09,Unsuitable Accommodation,0,D1904490,9.85112E+14,Alistair,Bully Breed Mix,Grey and White,Dog,5 years 6 months.,Male,Dog room B,5/3/19 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
63002,4/30/19 16:01,Stray,0,L1904489,,Henry,Goat,White and Brown,Livestock,1 year 0 months.,Male,Adoptable Dogs,5/2/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
63003,4/30/19 17:55,Moving,0,C1904491,9.8102E+14,Ashes,Domestic Short Hair,Smoke,Cat,3 years 1 month.,Female,Cat room C,5/6/19 0:00,Foster,0,7/5/19 0:00,Stray,8/27/19 0:00,"UU - untreatable, unmanageable",0,1,0
63003,4/30/19 17:55,Moving,0,C1904491,9.8102E+14,Ashes,Domestic Short Hair,Smoke,Cat,3 years 1 month.,Female,Cat room C,7/31/19 0:00,Adoption,0,8/17/19 0:00,Rabies Monitoring,8/27/19 0:00,"UU - untreatable, unmanageable",0,1,0
63004,5/1/19 8:12,Stray,0,D1905486,9.8102E+14,Devler,German Shepherd Dog/Hound,Black and Tan,Dog,6 months.,Male,Adoptable Dogs,5/12/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63005,5/1/19 9:27,Stray,0,D1905487,,Jezebel,Jack Russell Terrier/Mix,White and Black,Dog,10 years 0 months.,Female,Canine intake room,5/1/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
63006,5/1/19 9:30,Stray,0,D1905713,,Rocky,American Bulldog,White and Brown,Dog,10 years 1 month.,Male,Dog room D,5/2/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
63008,5/1/19 15:06,Litter relinquishment,0,C1905492,9.8102E+14,Dolly,Domestic Medium Hair,Orange,Cat,11 weeks.,Female,Adoptable window colony,5/2/19 0:00,Foster,0,6/11/19 0:00,Stray,,Court Order/ Legal,0,0,0
63008,5/1/19 15:06,Litter relinquishment,0,C1905492,9.8102E+14,Dolly,Domestic Medium Hair,Orange,Cat,11 weeks.,Female,Adoptable window colony,6/15/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63009,5/1/19 15:06,Litter relinquishment,0,C1905493,9.8102E+14,Madison,Domestic Short Hair,Dilute tortoiseshell,Cat,10 weeks.,Female,Adoptable Cat Kennels,5/2/19 0:00,Foster,0,6/11/19 0:00,Stray,,Court Order/ Legal,0,0,0
63009,5/1/19 15:06,Litter relinquishment,0,C1905493,9.8102E+14,Madison,Domestic Short Hair,Dilute tortoiseshell,Cat,10 weeks.,Female,Adoptable Cat Kennels,6/11/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63010,5/1/19 16:14,Stray,0,D1905490,,Sue,Labrador Retriever/Mix,Black and White,Dog,5 years 0 months.,Female,Dog room A,5/2/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
63011,5/1/19 16:14,Stray,0,D1905491,,Blue,Heeler/Mix,Blue merle,Dog,1 year 0 months.,Male,Dog room A,5/2/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
63012,5/1/19 16:50,Stray,0,D1905489,9.8102E+14,Jagger,Labrador Retriever,Black,Dog,16 weeks.,Male,Adoptable Dogs,5/8/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63013,5/1/19 17:33,Stray,0,D1905492,,Snickers,Schnauzer/Poodle,Black,Dog,9 years 4 months.,Male,Canine intake room,5/2/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
63014,5/1/19 17:33,Stray,0,D1905493,,Harley,Schnauzer,Black,Dog,7 years 4 months.,Male,Canine intake room,5/2/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
63015,5/2/19 12:34,Incompatible with owner lifestyle,0,C1905494,9.8102E+14,Millet,Domestic Medium Hair,Black,Cat,10 weeks.,Male,Adoptable window colony,5/9/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63016,5/2/19 12:34,Incompatible with owner lifestyle,0,C1905495,9.8102E+14,Barley,Domestic Short Hair,Black,Cat,2 years 0 months.,Female,Adoptable Cat Big Colony,5/18/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63017,5/2/19 12:34,Incompatible with owner lifestyle,0,C1905496,9.8102E+14,Quinoa,Domestic Short Hair,Tortie,Cat,11 weeks.,Female,Adoptable window colony,5/13/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63018,5/2/19 12:34,Incompatible with owner lifestyle,0,C1905497,9.8102E+14,Emmer,Domestic Short Hair,Black,Cat,11 weeks.,Male,Adoptable window colony,5/14/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63019,5/2/19 12:34,Incompatible with owner lifestyle,0,C1905498,9.8102E+14,Buckwheat,Domestic Long Hair,Black,Cat,10 weeks.,Male,Adoptable window colony,5/10/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63020,5/2/19 12:34,Incompatible with owner lifestyle,0,C1905499,9.8102E+14,Corn,Domestic Medium Hair,Black,Cat,10 weeks.,Male,Adoptable window colony,5/10/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63021,5/2/19 12:45,Landlord issues,0,D1905500,9.8102E+14,Lucky Girl,Husky/Mix,Black and White,Dog,1 year 7 months.,Female,Dog room A,5/13/19 0:00,Adoption,0,8/22/19 0:00,Return adopt - lifestyle issue,,Court Order/ Legal,0,0,0
63021,5/2/19 12:45,Landlord issues,0,D1905500,9.8102E+14,Lucky Girl,Husky/Mix,Black and White,Dog,1 year 7 months.,Female,Dog room A,8/24/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63023,5/2/19 14:37,Incompatible with owner lifestyle,0,C1905502,9.8102E+14,Emmy,Domestic Short Hair,Brown and Black,Cat,4 years 5 months.,Female,Cat room B,5/11/19 0:00,Adoption,0,5/28/19 0:00,Allergies,6/29/19 0:00,"UU - untreatable, unmanageable",0,1,0
63023,5/2/19 14:37,Incompatible with owner lifestyle,0,C1905502,9.8102E+14,Emmy,Domestic Short Hair,Brown and Black,Cat,4 years 5 months.,Female,Cat room B,5/31/19 0:00,Adoption,0,6/27/19 0:00,Stray,6/29/19 0:00,"UU - untreatable, unmanageable",0,1,0
63023,5/2/19 14:37,Incompatible with owner lifestyle,0,C1905502,9.8102E+14,Emmy,Domestic Short Hair,Brown and Black,Cat,4 years 5 months.,Female,Cat room B,6/27/19 0:00,Reclaimed,0,6/27/19 0:00,Return Adopt - Behavior,6/29/19 0:00,"UU - untreatable, unmanageable",0,1,0
63025,5/2/19 15:09,Stray,0,D1905494,,Zara,Bully Breed Mix,Blue,Dog,11 weeks.,Female,Dog room A,5/2/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
63026,5/2/19 16:36,Stray,0,C1905500,9.8102E+14,Shirley,Domestic Short Hair,Brown and Black,Cat,13 weeks.,Female,Adoptable window colony,5/3/19 0:00,Foster,0,5/24/19 0:00,Stray,,Court Order/ Legal,0,0,0
63026,5/2/19 16:36,Stray,0,C1905500,9.8102E+14,Shirley,Domestic Short Hair,Brown and Black,Cat,13 weeks.,Female,Adoptable window colony,6/5/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63027,5/2/19 16:36,Stray,0,C1905501,9.8102E+14,Warren,Domestic Short Hair,Brown and Black,Cat,11 weeks.,Male,Adoptable window colony,5/3/19 0:00,Foster,0,5/24/19 0:00,Stray,,Court Order/ Legal,0,0,0
63027,5/2/19 16:36,Stray,0,C1905501,9.8102E+14,Warren,Domestic Short Hair,Brown and Black,Cat,11 weeks.,Male,Adoptable window colony,5/28/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63028,5/2/19 16:57,Stray,0,D1905502,9.8102E+14,Luna Toons,Labrador Retriever,Black,Dog,10 months.,Female,Adoptable Dogs,5/12/19 0:00,Adoption,0,6/21/19 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
63028,5/2/19 16:57,Stray,0,D1905502,9.8102E+14,Luna Toons,Labrador Retriever,Black,Dog,10 months.,Female,Adoptable Dogs,6/23/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63029,5/2/19 17:11,Sick/Injured,0,D1905495,9.8102E+14,Otis,Bully Breed Mix,Brown and White,Dog,1 year 0 months.,Male,Dog room C,5/4/19 0:00,Foster,0,5/21/19 0:00,Stray,,Court Order/ Legal,0,0,0
63029,5/2/19 17:11,Sick/Injured,0,D1905495,9.8102E+14,Otis,Bully Breed Mix,Brown and White,Dog,1 year 0 months.,Male,Dog room C,5/21/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63030,5/3/19 12:37,Incompatible with owner lifestyle,0,C1905503,9.8102E+14,Tigger Boo,Domestic Short Hair,Orange and White,Cat,3 years 0 months.,Male,Adoptable Cat Glass Colony,5/21/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63033,5/2/19 15:24,Born in Shelter,0,C1905505,,Franklin Tigger,Domestic Short Hair,Black,Cat,2 days.,Unknown,Canine intake room,5/2/19 0:00,Foster,0,,Stray,5/4/19 0:00,Died in care,0,0,0
63034,5/2/19 15:24,Born in Shelter,0,C1905506,9.8102E+14,Harrison,Domestic Short Hair,Black and White,Cat,13 weeks.,Male,Canine intake room,5/2/19 0:00,Foster,0,7/26/19 0:00,Stray,,Court Order/ Legal,0,0,0
63034,5/2/19 15:24,Born in Shelter,0,C1905506,9.8102E+14,Harrison,Domestic Short Hair,Black and White,Cat,13 weeks.,Male,Canine intake room,7/26/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63035,5/2/19 15:24,Born in Shelter,0,C1905507,,Rebel,Domestic Short Hair,Black,Cat,1 day.,Unknown,Canine intake room,5/2/19 0:00,Foster,0,,Stray,5/3/19 0:00,Died in care,0,0,0
63037,5/3/19 16:34,Landlord issues,0,C1905716,,Jason Mews,Domestic Short Hair,Black and White,Cat,6 weeks.,Male,Cat room A,5/4/19 0:00,Foster,0,5/17/19 0:00,Stray,5/17/19 0:00,Died in care,0,0,0
63042,5/2/19 15:24,Born in Shelter,0,C1905510,9.8102E+14,Carrie,Domestic Short Hair,Calico,Cat,14 weeks.,Female,Adoptable Cat Small Colony,5/2/19 0:00,Foster,0,7/26/19 0:00,Stray,,Court Order/ Legal,0,0,0
63042,5/2/19 15:24,Born in Shelter,0,C1905510,9.8102E+14,Carrie,Domestic Short Hair,Calico,Cat,14 weeks.,Female,Adoptable Cat Small Colony,7/28/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63043,5/3/19 18:39,Stray,0,D1905505,,Krol,Beagle,Tricolour,Dog,1 year 0 months.,Male,Dog room A,5/6/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
63044,5/2/19 15:24,Born in Shelter,0,C1905511,9.8102E+14,Mark,Domestic Short Hair,Black and grey,Cat,13 weeks.,Male,Adoptable Cat Small Colony,5/2/19 0:00,Foster,0,7/23/19 0:00,Stray,,Court Order/ Legal,0,0,0
63044,5/2/19 15:24,Born in Shelter,0,C1905511,9.8102E+14,Mark,Domestic Short Hair,Black and grey,Cat,13 weeks.,Male,Adoptable Cat Small Colony,7/27/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63045,5/4/19 12:04,Stray,0,D1905506,9.8102E+14,Stunt Man,Bully Breed Mix,Brindle,Dog,4 years 3 months.,Male,Dog room C,8/6/19 0:00,Foster,0,8/8/19 0:00,Stray,,Court Order/ Legal,0,0,0
63045,5/4/19 12:04,Stray,0,D1905506,9.8102E+14,Stunt Man,Bully Breed Mix,Brindle,Dog,4 years 3 months.,Male,Dog room C,8/17/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63047,5/4/19 15:38,Stray,0,D1905507,9.8102E+14,Cheech,Chihuahua/Mix,Red,Dog,3 years 0 months.,Male,Adoptable Dogs,5/22/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63048,5/4/19 15:51,Unable to Afford,0,D1905512,9.8102E+14,Kraken,Heeler,Blue,Dog,10 weeks.,Male,Adoptable Dogs,5/9/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63049,5/4/19 15:51,Unable to Afford,0,D1905513,9.8102E+14,Hippogriff,Heeler,Blue merle,Dog,10 weeks.,Male,Adoptable Dogs,5/10/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63050,5/4/19 15:51,Unable to Afford,0,D1905514,9.8102E+14,Centuar,Heeler,Blue merle,Dog,15 weeks.,Male,Adoptable Dogs,5/10/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63051,5/4/19 15:51,Unable to Afford,0,D1905515,9.8102E+14,Chimera,Heeler,Blue merle,Dog,10 weeks.,Female,Adoptable Dogs,5/9/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63052,5/4/19 15:51,Unable to Afford,0,D1905516,9.8102E+14,Chupacabra,Heeler,Blue,Dog,10 weeks.,Male,Adoptable Dogs,5/9/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63053,5/4/19 15:51,Unable to Afford,0,D1905517,9.8102E+14,Sphinx,Heeler,Blue,Dog,10 weeks.,Female,Adoptable Dogs,5/9/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63055,5/5/19 13:17,Stray,0,D1905508,9.8102E+14,Tuesday,Hound,Tricolour,Dog,10 weeks.,Male,Dog room C,5/14/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63056,5/5/19 14:11,Stray,0,C1905512,9.8102E+14,Homie,Domestic Short Hair,White and Black,Cat,1 year 10 months.,Male,Adoptable Cat Big Colony,5/9/19 0:00,Reclaimed,0,8/15/19 0:00,Unsuitable Accommodation,,Court Order/ Legal,0,0,0
63056,5/5/19 14:11,Stray,0,C1905512,9.8102E+14,Homie,Domestic Short Hair,White and Black,Cat,1 year 10 months.,Male,Adoptable Cat Big Colony,8/17/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63057,5/5/19 15:15,Stray,0,D1905518,9.8102E+14,Orange,Mix,Black and White,Dog,10 weeks.,Male,Dog room A,5/14/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63058,5/5/19 15:15,Stray,0,D1905519,9.8102E+14,Apple,Shep Mix,"Brown, Black and White",Dog,11 weeks.,Male,Dog room A,5/14/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63059,5/5/19 15:15,Stray,0,D1905520,9.8102E+14,Pear,Shep Mix,Black and White,Dog,10 weeks.,Male,Dog room A,5/14/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63060,5/5/19 16:31,Stray,0,C1905521,,Amberly,Domestic Short Hair,Black,Cat,17 weeks.,Female,Cat room A,5/5/19 0:00,Foster,0,6/25/19 0:00,Stray,,Court Order/ Legal,0,0,0
63060,5/5/19 16:31,Stray,0,C1905521,,Amberly,Domestic Short Hair,Black,Cat,17 weeks.,Female,Cat room A,6/25/19 0:00,Foster,0,,Stray,,Court Order/ Legal,0,0,0
63061,5/5/19 16:31,Stray,0,C1905522,,Geraldine,Domestic Short Hair,Grey and White,Cat,4 weeks.,Female,Feline intake room,5/5/19 0:00,Foster,0,6/4/19 0:00,Stray,6/4/19 0:00,Died in care,0,0,0
63062,5/5/19 16:31,Stray,0,C1905523,9.8102E+14,Myleigh,Domestic Short Hair,Grey and White,Cat,16 weeks.,Female,Adoptable Cat Glass Colony,5/5/19 0:00,Foster,0,6/25/19 0:00,Stray,,Court Order/ Legal,0,0,0
63062,5/5/19 16:31,Stray,0,C1905523,9.8102E+14,Myleigh,Domestic Short Hair,Grey and White,Cat,16 weeks.,Female,Adoptable Cat Glass Colony,6/25/19 0:00,Foster,0,8/22/19 0:00,Stray,,Court Order/ Legal,0,0,0
63062,5/5/19 16:31,Stray,0,C1905523,9.8102E+14,Myleigh,Domestic Short Hair,Grey and White,Cat,16 weeks.,Female,Adoptable Cat Glass Colony,8/23/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63063,5/5/19 16:31,Stray,0,C1905524,,Gable,Domestic Short Hair,Grey and White,Cat,4 weeks.,Male,Feline intake room,5/5/19 0:00,Foster,0,,Stray,6/3/19 0:00,Died in care,0,0,0
63064,5/5/19 16:31,Stray,0,C1905525,9.8102E+14,Susie,Domestic Short Hair,Grey and White,Cat,13 weeks.,Female,Adoptable Cat Small Colony,5/5/19 0:00,Foster,0,6/25/19 0:00,Stray,,Court Order/ Legal,0,0,0
63064,5/5/19 16:31,Stray,0,C1905525,9.8102E+14,Susie,Domestic Short Hair,Grey and White,Cat,13 weeks.,Female,Adoptable Cat Small Colony,6/25/19 0:00,Foster,0,8/2/19 0:00,Stray,,Court Order/ Legal,0,0,0
63064,5/5/19 16:31,Stray,0,C1905525,9.8102E+14,Susie,Domestic Short Hair,Grey and White,Cat,13 weeks.,Female,Adoptable Cat Small Colony,8/2/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63065,5/5/19 16:31,Stray,0,C1905526,9.8102E+14,Tyler,Domestic Short Hair,Grey and White,Cat,16 weeks.,Male,Adoptable Cat Glass Colony,5/5/19 0:00,Foster,0,6/25/19 0:00,Stray,,Court Order/ Legal,0,0,0
63065,5/5/19 16:31,Stray,0,C1905526,9.8102E+14,Tyler,Domestic Short Hair,Grey and White,Cat,16 weeks.,Male,Adoptable Cat Glass Colony,6/25/19 0:00,Foster,0,8/22/19 0:00,Stray,,Court Order/ Legal,0,0,0
63065,5/5/19 16:31,Stray,0,C1905526,9.8102E+14,Tyler,Domestic Short Hair,Grey and White,Cat,16 weeks.,Male,Adoptable Cat Glass Colony,8/23/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63066,5/5/19 16:31,Stray,0,C1905527,9.8102E+14,Tortie,Domestic Short Hair,Dilute tortoiseshell,Cat,10 weeks.,Female,Adoptable Cat Small Colony,5/5/19 0:00,Foster,0,6/25/19 0:00,Stray,,Court Order/ Legal,0,0,0
63066,5/5/19 16:31,Stray,0,C1905527,9.8102E+14,Tortie,Domestic Short Hair,Dilute tortoiseshell,Cat,10 weeks.,Female,Adoptable Cat Small Colony,6/25/19 0:00,Foster,0,8/2/19 0:00,Stray,,Court Order/ Legal,0,0,0
63066,5/5/19 16:31,Stray,0,C1905527,9.8102E+14,Tortie,Domestic Short Hair,Dilute tortoiseshell,Cat,10 weeks.,Female,Adoptable Cat Small Colony,8/2/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
63067,5/5/19 16:31,Stray,0,C1905528,,Annabelle,Domestic Short Hair,Dilute calico,Cat,17 weeks.,Female,Cat room A,5/5/19 0:00,Foster,0,6/25/19 0:00,Stray,,Court Order/ Legal,0,0,0
63067,5/5/19 16:31,Stray,0,C1905528,,Annabelle,Domestic Short Hair,Dilute calico,Cat,17 weeks.,Female,Cat room A,6/25/19 0:00,Foster,0,,Stray,,Court Order/ Legal,0,0,0
