intake_type,condition,age_in,breed,outcome,age_out,sex,intact_out,age,primary_color,secondary_color,breed_1,breed_2,pure,obey,reps_lower,reps_upper,height_low_inches,height_high_inches,weight_low_lbs,weight_high_lbs,time_in_shelter,at_risk,cond,breed_3
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,16,0,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,1,0,baby,brown,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,16,0,,labrador retriever
stray,normal,0.0,labrador retriever/dachshund,adoption,0.0,0,0,baby,black,white,labrador retriever,dachshund,0.0,0.725,13.5,22.0,14.0,17.0,35.5,56.0,8,0,,labrador retriever
stray,normal,2.0,great pyrenees,adoption,2.0,0,0,adult,white,white,great pyrenees,great pyrenees,1.0,0.3,41.0,80.0,27.0,32.0,95.0,120.0,10,0,,great pyrenees
stray,normal,2.0,australian cattle dog,adoption,2.0,1,0,adult,black,white,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,15,0,,australian cattle dog
stray,normal,3.0,chihuahua,adoption,3.0,1,0,adult,tan,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,22,1,,chihuahua
stray,normal,2.0,pointer,adoption,2.0,0,0,adult,black,white,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,25,1,,pointer
stray,normal,1.0,alaskan malamute,adoption,1.0,0,0,young,gray,black,alaskan malamute,alaskan malamute,1.0,0.5,26.0,40.0,23.0,25.0,75.0,85.0,70,1,,other
stray,normal,1.0,german shepherd,adoption,1.0,0,0,young,black,brown,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,17,0,,german shepherd
stray,normal,2.0,chihuahua,adoption,2.0,0,0,adult,tan,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,8,0,,chihuahua
surrender,normal,0.0,pit bull/border collie,adoption,0.0,1,0,baby,blue,white,pit bull,border collie,0.0,0.825,8.5,14.5,18.0,20.0,40.0,45.0,37,1,,pit bull
surrender,normal,0.0,pit bull/border collie,adoption,0.0,0,0,baby,blue,white,pit bull,border collie,0.0,0.825,8.5,14.5,18.0,20.0,40.0,45.0,20,0,,pit bull
surrender,normal,0.0,pit bull/border collie,adoption,0.0,0,0,baby,white,blue,pit bull,border collie,0.0,0.825,8.5,14.5,18.0,20.0,40.0,45.0,20,0,,pit bull
surrender,normal,0.0,pit bull/border collie,adoption,0.0,0,0,baby,white,black,pit bull,border collie,0.0,0.825,8.5,14.5,18.0,20.0,40.0,45.0,20,0,,pit bull
surrender,normal,0.0,pit bull/border collie,adoption,0.0,1,0,baby,white,black,pit bull,border collie,0.0,0.825,8.5,14.5,18.0,20.0,40.0,45.0,37,1,,pit bull
surrender,normal,0.0,anatolian sheepdog,adoption,0.0,0,0,baby,tan,tan,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,8,0,,anatolian sheepdog
stray,normal,2.0,bulldog,adoption,2.0,1,0,adult,red,white,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,27,1,,other
surrender,normal,9.0,jack russell terrier,adoption,9.0,0,0,senior,white,brown,jack russell terrier,jack russell terrier,1.0,0.5,26.0,40.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,198,1,,jack russell terrier
stray,injured,0.0,australian shepherd,adoption,0.0,1,0,baby,brown,merle,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,25,1,,australian shepherd
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,55,1,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,146,1,,pit bull
surrender,normal,7.0,labrador retriever/siberian husky,adoption,7.0,0,0,adult,black,white,labrador retriever,siberian husky,0.0,0.725,13.5,22.0,20.5,23.5,47.5,70.0,54,1,,labrador retriever
stray,normal,0.0,black and tan coonhound,adoption,0.0,1,0,baby,brown,black,black and tan coonhound,black and tan coonhound,1.0,0.5,26.0,40.0,23.0,27.0,50.0,75.0,10,0,,other
stray,normal,3.0,miniature schnauzer,adoption,3.0,1,0,adult,black,tricolor,miniature schnauzer,miniature schnauzer,1.0,0.85,5.0,15.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,8,0,,miniature schnauzer
surrender,normal,1.0,labrador retriever/greyhound,adoption,1.0,0,0,young,chocolate,white,labrador retriever,greyhound,0.0,0.725,13.5,22.0,24.0,27.0,57.5,75.0,67,1,,labrador retriever
stray,injured,0.0,chihuahua,adoption,0.0,1,0,baby,black,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,12,0,,chihuahua
stray,normal,3.0,bulldog,adoption,3.0,1,0,adult,brown,white,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,26,1,,other
surrender,normal,1.0,miniature pinscher/whippet,adoption,1.0,0,0,young,tricolor,tan,miniature pinscher,whippet,0.0,0.6,21.0,32.5,17.970588235294116,21.454248366013072,34.967320261437905,43.76143790849673,34,1,,other
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,38,1,,pit bull
stray,normal,1.0,bulldog,adoption,1.0,1,0,young,brown,brindle,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,72,1,,other
stray,normal,0.0,chihuahua,adoption,0.0,1,0,baby,white,brown,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,21,1,,chihuahua
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,0,,pit bull
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,16,0,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,brown,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,16,0,,labrador retriever
stray,normal,3.0,chihuahua,adoption,3.0,1,0,adult,yellow,yellow,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,11,0,,chihuahua
surrender,normal,6.0,boxer,adoption,6.0,1,0,adult,brown,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,72,1,,boxer
stray,normal,3.0,siberian husky,adoption,3.0,1,0,adult,black,white,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,8,0,,siberian husky
stray,normal,2.0,siberian husky,adoption,2.0,0,0,adult,black,gray,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,11,0,,siberian husky
public_assist,normal,1.0,german shepherd,adoption,1.0,1,0,young,black,white,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,45,1,,german shepherd
stray,injured,2.0,labrador retriever,adoption,2.0,1,0,adult,brown,brown,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,30,1,,labrador retriever
stray,normal,1.0,beagle,adoption,1.0,1,0,young,black,white,beagle,beagle,1.0,0.1,81.0,100.0,13.0,16.0,18.0,30.0,9,0,,beagle
stray,normal,0.0,chihuahua,adoption,0.0,0,0,baby,chocolate,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,16,0,,chihuahua
stray,normal,0.0,chihuahua,adoption,0.0,0,0,baby,tan,cream,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,16,0,,chihuahua
stray,normal,1.0,german shorthaired pointer,adoption,1.0,1,0,young,white,brown,german shorthaired pointer,german shorthaired pointer,1.0,0.85,5.0,15.0,20.0,27.0,50.0,80.0,79,1,,other
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,9,0,,labrador retriever
surrender,normal,12.0,australian shepherd,adoption,12.0,0,0,senior,tricolor,tricolor,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,13,0,,australian shepherd
stray,normal,2.0,plott hound,adoption,2.0,0,0,adult,brown,brindle,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,49,1,,other
stray,normal,5.0,doberman pinscher,adoption,5.0,1,0,adult,black,tan,doberman pinscher,doberman pinscher,1.0,0.95,1.0,4.0,26.0,28.0,60.0,100.0,11,0,,other
stray,normal,1.0,siberian husky,adoption,1.0,1,0,young,white,white,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,8,0,,siberian husky
stray,normal,0.0,labrador retriever,adoption,1.0,0,0,young,tan,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,8,0,,labrador retriever
surrender,normal,0.0,chihuahua,adoption,0.0,1,1,baby,white,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,47,1,,chihuahua
stray,normal,2.0,lhasa apso,adoption,2.0,1,0,adult,white,tan,lhasa apso,lhasa apso,1.0,0.3,41.0,80.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,11,0,,other
surrender,normal,3.0,fox terrier/chihuahua,adoption,3.0,0,0,adult,brown,brown,fox terrier,chihuahua,0.0,0.4,33.5,60.0,9.5,12.5,8.5,12.5,20,0,,fox terrier
stray,normal,1.0,labrador retriever/golden retriever,adoption,1.0,1,0,young,white,white,labrador retriever,golden retriever,0.0,0.95,1.0,4.0,21.0,24.0,55.0,77.5,46,1,,labrador retriever
stray,normal,1.0,labrador retriever/golden retriever,adoption,1.0,1,0,young,brown,white,labrador retriever,golden retriever,0.0,0.95,1.0,4.0,21.0,24.0,55.0,77.5,47,1,,labrador retriever
stray,normal,6.0,chihuahua,adoption,7.0,1,0,adult,tan,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,11,0,,chihuahua
stray,injured,2.0,pit bull,adoption,2.0,1,0,adult,tan,brown,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,47,1,,pit bull
stray,normal,2.0,greyhound,adoption,2.0,0,0,adult,brown,brindle,greyhound,greyhound,1.0,0.5,26.0,40.0,27.0,30.0,60.0,70.0,23,1,,other
stray,normal,1.0,beagle,adoption,1.0,0,0,young,fawn,fawn,beagle,beagle,1.0,0.1,81.0,100.0,13.0,16.0,18.0,30.0,13,0,,beagle
public_assist,normal,1.0,pit bull,adoption,1.0,0,0,young,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,60,1,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,10,0,,pit bull
stray,injured,1.0,labrador retriever,adoption,1.0,1,0,young,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,29,1,,labrador retriever
stray,normal,1.0,border collie,adoption,1.0,0,0,young,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,9,0,,border collie
stray,normal,1.0,chihuahua,adoption,1.0,1,0,young,tan,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,10,0,,chihuahua
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,brown,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,64,1,,pit bull
stray,normal,1.0,border collie,adoption,1.0,0,1,young,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,8,0,,border collie
stray,normal,1.0,german shepherd,adoption,1.0,0,1,young,tan,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,11,0,,german shepherd
stray,normal,3.0,pit bull,adoption,3.0,0,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,32,1,,pit bull
stray,normal,1.0,pointer/labrador retriever,adoption,1.0,1,0,young,black,white,pointer,labrador retriever,0.0,0.725,13.5,22.0,21.0,24.0,49.5,73.0,61,1,,pointer
stray,normal,2.0,german shepherd,adoption,2.0,0,1,adult,brown,cream,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,40,1,,german shepherd
stray,normal,1.0,pit bull/labrador retriever,adoption,1.0,1,0,young,black,white,pit bull,labrador retriever,0.0,0.825,8.5,14.5,19.0,21.5,47.5,65.0,127,1,,pit bull
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,14,0,,labrador retriever
stray,normal,0.0,miniature pinscher,adoption,0.0,1,0,baby,tan,tan,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,10,0,,other
stray,normal,0.0,labrador retriever,adoption,0.0,1,0,baby,brown,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,36,1,,labrador retriever
stray,injured,0.0,fox terrier,adoption,1.0,1,0,young,tan,black,fox terrier,fox terrier,1.0,0.5,26.0,40.0,13.0,16.0,15.0,20.0,25,1,,fox terrier
stray,normal,1.0,cairn terrier,adoption,1.0,1,0,young,tan,white,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,9,0,,cairn terrier
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,white,brown,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,10,0,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,77,1,,pit bull
stray,normal,1.0,pit bull,adoption,1.0,0,0,young,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,98,1,,pit bull
stray,normal,0.0,plott hound,adoption,0.0,0,0,baby,cream,cream,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,36,1,,other
stray,normal,0.0,plott hound,adoption,0.0,1,0,baby,brown,brindle,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,40,1,,other
stray,normal,0.0,plott hound,adoption,0.0,0,0,baby,tan,black,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,37,1,,other
stray,injured,1.0,pit bull,adoption,1.0,0,0,young,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,44,1,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,black,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,38,1,,pit bull
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,8,0,,labrador retriever
stray,normal,1.0,chihuahua,adoption,1.0,1,0,young,tan,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,9,0,,chihuahua
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,63,1,,pit bull
surrender,normal,3.0,labrador retriever/bulldog,adoption,3.0,0,0,adult,black,black,labrador retriever,bulldog,0.0,0.525,41.0,52.0,16.5,20.0,52.5,70.0,43,1,,labrador retriever
stray,normal,2.0,labrador retriever,adoption,2.0,1,0,adult,tan,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,46,1,,labrador retriever
stray,normal,12.0,chihuahua,adoption,12.0,1,0,senior,black,black,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,65,1,,chihuahua
stray,injured,4.0,australian shepherd/german shepherd,adoption,4.0,1,0,adult,tan,white,australian shepherd,german shepherd,0.0,0.725,13.5,22.0,20.0,24.5,57.5,75.0,76,1,,australian shepherd
surrender,normal,0.0,boxer,adoption,0.0,1,0,baby,brown,black,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,22,1,,boxer
stray,normal,1.0,collie,adoption,1.0,0,0,young,tricolor,tricolor,collie,collie,1.0,0.85,5.0,15.0,22.0,26.0,50.0,75.0,16,0,,other
stray,normal,3.0,pit bull,adoption,3.0,0,0,adult,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,80,1,,pit bull
stray,normal,0.0,chihuahua,adoption,0.0,1,0,baby,black,brown,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,48,1,,chihuahua
abandoned,injured,2.0,plott hound,adoption,2.0,1,0,adult,brown,brindle,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,61,1,,other
stray,injured,0.0,chihuahua,adoption,0.0,1,0,baby,black,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,78,1,,chihuahua
stray,normal,1.0,border collie,adoption,2.0,0,0,adult,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,9,0,,border collie
stray,normal,1.0,plott hound,adoption,1.0,1,0,young,brown,brindle,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,11,0,,other
stray,other,0.0,pit bull,adoption,0.0,0,0,baby,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,0,,pit bull
stray,normal,1.0,labrador retriever,adoption,1.0,0,0,young,brown,brown,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,8,0,,labrador retriever
stray,normal,10.0,chihuahua,adoption,10.0,1,0,senior,black,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,84,1,,chihuahua
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,43,1,,pit bull
stray,normal,1.0,cairn terrier,adoption,1.0,0,0,young,cream,cream,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,74,1,,cairn terrier
stray,normal,1.0,pointer/pit bull,adoption,1.0,0,0,young,brown,white,pointer,pit bull,0.0,0.6,21.0,32.5,19.0,21.5,42.0,58.0,32,1,,pointer
surrender,normal,1.0,pit bull,adoption,1.0,1,0,young,white,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,57,1,,pit bull
stray,normal,2.0,dachshund,adoption,2.0,1,0,adult,brown,brown,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,8,0,,dachshund
stray,normal,3.0,pit bull,adoption,3.0,1,0,adult,tan,tan,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,44,1,,pit bull
surrender,normal,0.0,german shepherd,adoption,0.0,1,0,baby,brown,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,14,0,,german shepherd
stray,normal,1.0,siberian husky,adoption,1.0,0,0,young,black,white,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,11,0,,siberian husky
stray,normal,1.0,bulldog,adoption,1.0,1,0,young,white,brown,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,14,0,,other
stray,nursing,0.0,cairn terrier,adoption,0.0,0,0,baby,sable,sable,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,70,1,,cairn terrier
stray,nursing,0.0,cairn terrier,adoption,0.0,0,0,baby,tan,white,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,70,1,,cairn terrier
stray,nursing,0.0,cairn terrier,adoption,0.0,1,0,baby,tan,tan,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,70,1,,cairn terrier
stray,nursing,0.0,cairn terrier,adoption,0.0,0,0,baby,tan,tan,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,70,1,,cairn terrier
stray,nursing,0.0,cairn terrier,adoption,0.0,1,0,baby,black,black,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,70,1,,cairn terrier
stray,normal,0.0,chihuahua/yorkshire terrier,adoption,0.0,1,0,baby,tan,tan,chihuahua,yorkshire terrier,0.0,0.5,28.5,52.5,7.0,8.5,2.5,6.0,58,1,,chihuahua
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,yellow,yellow,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,10,0,,labrador retriever
stray,normal,0.0,labrador retriever/pit bull,adoption,1.0,1,0,young,black,white,labrador retriever,pit bull,0.0,0.825,8.5,14.5,19.0,21.5,47.5,65.0,42,1,,labrador retriever
public_assist,normal,2.0,cairn terrier,adoption,2.0,1,0,adult,tan,tan,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,13,0,,cairn terrier
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,chocolate,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,23,1,,pit bull
stray,injured,0.0,labrador retriever,adoption,0.0,0,0,baby,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,25,1,,labrador retriever
stray,normal,1.0,pointer,died,1.0,0,1,young,blue,white,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,11,0,,pointer
stray,normal,2.0,maltese,adoption,2.0,1,0,adult,white,black,maltese,maltese,1.0,0.3,41.0,80.0,8.0,10.0,4.0,6.0,8,0,,other
stray,normal,2.0,border collie/cardigan welsh corgi,adoption,2.0,0,0,adult,black,white,border collie,cardigan welsh corgi,0.0,0.8999999999999999,3.0,9.5,14.5,16.5,32.5,37.5,39,1,,border collie
stray,normal,2.0,redbone coonhound,adoption,2.0,1,0,adult,red,brown,redbone coonhound,redbone coonhound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,21.0,27.0,50.0,70.0,11,0,,other
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,23,1,,pit bull
stray,normal,5.0,australian cattle dog,adoption,5.0,0,0,adult,tan,white,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,22,1,,australian cattle dog
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,chocolate,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,119,1,,pit bull
stray,normal,1.0,pit bull,adoption,2.0,0,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,117,1,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,fawn,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,0,,pit bull
stray,normal,8.0,chihuahua,adoption,8.0,0,0,adult,black,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,54,1,,chihuahua
stray,normal,8.0,rottweiler,euthanasia,8.0,0,1,adult,black,tan,rottweiler,rottweiler,1.0,0.95,1.0,4.0,22.0,27.0,90.0,110.0,9,0,,other
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,brown,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,27,1,,labrador retriever
stray,normal,0.0,german shepherd,adoption,0.0,0,1,baby,white,white,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,34,1,,german shepherd
stray,normal,1.0,pointer,adoption,1.0,0,0,young,white,brown,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,72,1,,pointer
stray,injured,4.0,pit bull,died,4.0,0,1,adult,brown,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,62,1,,pit bull
surrender,normal,8.0,german shepherd,adoption,8.0,0,0,adult,black,brown,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,64,1,,german shepherd
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,white,brown,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,34,1,,labrador retriever
surrender,normal,10.0,dachshund/chihuahua,adoption,11.0,0,0,senior,black,black,dachshund,chihuahua,0.0,0.4,33.5,60.0,6.5,9.5,9.0,18.5,49,1,,dachshund
stray,normal,4.0,australian cattle dog,adoption,4.0,0,0,adult,blue,merle,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,12,0,,australian cattle dog
stray,normal,0.0,pit bull,adoption,0.0,0,0,baby,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,8,0,,pit bull
surrender,normal,10.0,labrador retriever,adoption,10.0,1,0,senior,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,20,0,,labrador retriever
stray,normal,1.0,pit bull/chinese shar pei,adoption,1.0,0,0,young,tricolor,tricolor,pit bull,chinese shar pei,0.0,0.6,21.0,32.5,17.5,19.5,42.5,52.5,158,1,,pit bull
stray,normal,4.0,rottweiler,adoption,4.0,0,0,adult,black,brown,rottweiler,rottweiler,1.0,0.95,1.0,4.0,22.0,27.0,90.0,110.0,28,1,,other
stray,normal,1.0,miniature pinscher/australian cattle dog,adoption,1.0,0,0,young,black,tricolor,miniature pinscher,australian cattle dog,0.0,0.825,8.5,14.5,17.470588235294116,20.454248366013072,38.96732026143791,51.26143790849673,8,0,,other
stray,normal,0.0,plott hound/australian cattle dog,adoption,0.0,0,0,baby,brown,brindle,plott hound,australian cattle dog,0.0,0.7599290780141843,13.159574468085104,22.51418439716312,18.5,22.0,40.0,50.0,24,1,,other
stray,normal,0.0,plott hound/australian cattle dog,adoption,0.0,1,0,baby,brown,brindle,plott hound,australian cattle dog,0.0,0.7599290780141843,13.159574468085104,22.51418439716312,18.5,22.0,40.0,50.0,15,0,,other
stray,normal,0.0,plott hound/australian cattle dog,adoption,0.0,0,0,baby,brown,brindle,plott hound,australian cattle dog,0.0,0.7599290780141843,13.159574468085104,22.51418439716312,18.5,22.0,40.0,50.0,10,0,,other
