intake_type,condition,age_in,breed,outcome,age_out,sex,intact_out,age,primary_color,secondary_color,breed_1,breed_2,pure,obey,reps_lower,reps_upper,height_low_inches,height_high_inches,weight_low_lbs,weight_high_lbs,time_in_shelter,at_risk,cond,breed_3
stray,normal,0.0,plott hound/australian cattle dog,adoption,0.0,0,0,baby,brown,brindle,plott hound,australian cattle dog,0.0,0.7599290780141843,13.159574468085104,22.51418439716312,18.5,22.0,40.0,50.0,10,0,,other
stray,normal,0.0,plott hound/australian cattle dog,adoption,0.0,1,0,baby,white,tan,plott hound,australian cattle dog,0.0,0.7599290780141843,13.159574468085104,22.51418439716312,18.5,22.0,40.0,50.0,11,0,,other
stray,normal,0.0,australian cattle dog,adoption,0.0,1,0,baby,white,red,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,15,0,,australian cattle dog
stray,normal,1.0,border collie,adoption,1.0,1,0,young,white,black,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,32,1,,border collie
stray,normal,1.0,border collie,adoption,1.0,0,0,young,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,19,0,,border collie
surrender,normal,2.0,labrador retriever,adoption,2.0,0,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,57,1,,labrador retriever
stray,normal,0.0,australian cattle dog/australian cattle dog,adoption,0.0,0,0,baby,tan,white,australian cattle dog,australian cattle dog,0.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,9,0,,australian cattle dog
stray,normal,1.0,pit bull,adoption,1.0,0,0,young,fawn,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,10,0,,pit bull
stray,normal,1.0,pointer/pit bull,adoption,1.0,1,0,young,black,white,pointer,pit bull,0.0,0.6,21.0,32.5,19.0,21.5,42.0,58.0,16,0,,pointer
stray,normal,1.0,chihuahua,adoption,1.0,1,0,young,brown,brown,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,10,0,,chihuahua
public_assist,normal,1.0,rottweiler,adoption,1.0,1,0,young,black,tan,rottweiler,rottweiler,1.0,0.95,1.0,4.0,22.0,27.0,90.0,110.0,102,1,,other
stray,injured,1.0,pointer,adoption,1.0,1,0,young,black,black,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,10,0,,pointer
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,white,blue,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,37,1,,pit bull
public_assist,normal,4.0,german shepherd,adoption,4.0,1,0,adult,black,brown,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,36,1,,german shepherd
public_assist,normal,6.0,pit bull/australian cattle dog,adoption,6.0,0,0,adult,brown,white,pit bull,australian cattle dog,0.0,0.825,8.5,14.5,17.0,19.5,37.5,47.5,21,1,,pit bull
public_assist,normal,1.0,australian cattle dog,adoption,1.0,0,0,young,black,tan,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,9,0,,australian cattle dog
stray,normal,1.0,anatolian sheepdog,adoption,1.0,1,0,young,red,red,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,13,0,,anatolian sheepdog
stray,normal,1.0,anatolian sheepdog,adoption,1.0,0,0,young,red,white,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,13,0,,anatolian sheepdog
stray,normal,1.0,siberian husky,adoption,1.0,1,0,young,white,black,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,8,0,,siberian husky
stray,normal,1.0,australian cattle dog,adoption,1.0,0,0,young,red,red,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,9,0,,australian cattle dog
surrender,normal,5.0,pit bull,adoption,5.0,0,0,adult,blue,blue,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,195,1,,pit bull
stray,normal,0.0,australian cattle dog,adoption,0.0,0,0,baby,tricolor,tricolor,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,11,0,,australian cattle dog
stray,normal,2.0,chihuahua,adoption,2.0,0,0,adult,brown,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,12,0,,chihuahua
stray,normal,1.0,pit bull/labrador retriever,adoption,1.0,1,0,young,black,white,pit bull,labrador retriever,0.0,0.825,8.5,14.5,19.0,21.5,47.5,65.0,8,0,,pit bull
stray,injured,5.0,chihuahua,adoption,5.0,0,0,adult,white,brown,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,16,0,,chihuahua
stray,normal,0.0,border collie,adoption,0.0,0,0,baby,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,8,0,,border collie
public_assist,normal,1.0,boxer,adoption,1.0,1,0,young,white,brown,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,14,0,,boxer
stray,normal,0.0,dachshund,adoption,0.0,1,0,baby,brown,black,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,37,1,,dachshund
stray,normal,1.0,boxer,adoption,1.0,1,0,young,tan,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,24,1,,boxer
stray,normal,2.0,australian cattle dog,adoption,2.0,0,0,adult,black,black,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,34,1,,australian cattle dog
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,16,0,,pit bull
public_assist,normal,1.0,pit bull,adoption,1.0,1,0,young,white,tan,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,31,1,,pit bull
stray,normal,2.0,labrador retriever,adoption,2.0,1,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,27,1,,labrador retriever
surrender,normal,2.0,german shepherd,adoption,2.0,1,0,adult,black,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,13,0,,german shepherd
surrender,normal,2.0,german shepherd,adoption,2.0,1,0,adult,cream,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,25,1,,german shepherd
stray,normal,1.0,doberman pinscher,adoption,1.0,1,0,young,black,brown,doberman pinscher,doberman pinscher,1.0,0.95,1.0,4.0,26.0,28.0,60.0,100.0,11,0,,other
stray,normal,1.0,labrador retriever,adoption,1.0,0,0,young,fawn,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,10,0,,labrador retriever
surrender,normal,11.0,pointer,adoption,11.0,0,0,senior,white,brown,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,12,0,,pointer
stray,normal,4.0,chihuahua,adoption,4.0,1,0,adult,brown,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,19,0,,chihuahua
stray,nursing,2.0,labrador retriever,adoption,2.0,0,0,adult,yellow,yellow,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,30,1,,labrador retriever
stray,normal,8.0,chihuahua,adoption,8.0,0,0,adult,tan,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,31,1,,chihuahua
stray,normal,0.0,chihuahua/cardigan welsh corgi,adoption,0.0,1,0,baby,tan,tan,chihuahua,cardigan welsh corgi,0.0,0.575,23.0,47.5,8.0,10.5,13.5,20.0,11,0,,chihuahua
stray,normal,2.0,boxer,adoption,2.0,0,0,adult,brown,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,8,0,,boxer
stray,normal,0.0,pit bull,adoption,0.0,1,0,baby,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,0,,pit bull
stray,normal,2.0,german shepherd,adoption,2.0,1,1,adult,tan,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,10,0,,german shepherd
stray,normal,1.0,border collie,adoption,1.0,1,0,young,black,black,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,41,1,,border collie
stray,normal,7.0,boxer,adoption,8.0,1,0,adult,red,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,69,1,,boxer
surrender,normal,5.0,basset hound/fox terrier,adoption,5.0,1,0,adult,white,brown,basset hound,fox terrier,0.0,0.3,53.5,70.0,13.5,15.0,27.5,35.0,77,1,,other
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,9,0,,labrador retriever
stray,normal,0.0,border collie,adoption,0.0,0,0,baby,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,10,0,,border collie
stray,normal,2.0,fox terrier,adoption,2.0,1,0,adult,black,brown,fox terrier,fox terrier,1.0,0.5,26.0,40.0,13.0,16.0,15.0,20.0,26,1,,fox terrier
surrender,normal,1.0,german shepherd,adoption,1.0,1,0,young,black,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,9,0,,german shepherd
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,103,1,,pit bull
stray,normal,0.0,labrador retriever,adoption,0.0,0,1,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,47,1,,labrador retriever
surrender,normal,3.0,siberian husky,adoption,3.0,1,0,adult,white,brown,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,15,0,,siberian husky
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,31,1,,labrador retriever
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,chocolate,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,82,1,,pit bull
stray,normal,0.0,labrador retriever/rottweiler,adoption,0.0,1,0,baby,black,brown,labrador retriever,rottweiler,0.0,0.95,1.0,4.0,21.5,25.5,72.5,95.0,23,1,,labrador retriever
surrender,normal,2.0,pit bull,adoption,2.0,1,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,29,1,,pit bull
stray,normal,1.0,great pyrenees,adoption,1.0,0,0,young,white,tan,great pyrenees,great pyrenees,1.0,0.3,41.0,80.0,27.0,32.0,95.0,120.0,9,0,,great pyrenees
stray,injured,0.0,labrador retriever,adoption,1.0,0,0,young,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,149,1,,labrador retriever
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,white,tan,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,22,1,,labrador retriever
stray,normal,3.0,chihuahua,adoption,3.0,0,0,adult,brown,brown,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,21,1,,chihuahua
stray,normal,2.0,border collie,adoption,2.0,1,0,adult,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,139,1,,border collie
stray,normal,10.0,doberman pinscher,adoption,10.0,1,0,senior,black,brown,doberman pinscher,doberman pinscher,1.0,0.95,1.0,4.0,26.0,28.0,60.0,100.0,9,0,,other
stray,normal,2.0,labrador retriever,adoption,2.0,1,0,adult,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,8,0,,labrador retriever
surrender,injured,2.0,beagle,adoption,2.0,0,0,adult,black,white,beagle,beagle,1.0,0.1,81.0,100.0,13.0,16.0,18.0,30.0,93,1,,beagle
stray,normal,2.0,dachshund/chihuahua,adoption,2.0,1,0,adult,chocolate,tan,dachshund,chihuahua,0.0,0.4,33.5,60.0,6.5,9.5,9.0,18.5,9,0,,dachshund
surrender,normal,7.0,weimaraner/bulldog,adoption,7.0,0,0,adult,fawn,fawn,weimaraner,bulldog,0.0,0.475,43.0,57.5,18.5,21.5,60.0,72.5,70,1,,other
stray,normal,2.0,boxer,adoption,2.0,1,0,adult,brown,brindle,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,17,0,,boxer
stray,normal,1.0,labrador retriever,adoption,1.0,0,0,young,tan,tan,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,8,0,,labrador retriever
stray,injured,0.0,labrador retriever,adoption,0.0,0,0,baby,cream,cream,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,64,1,,labrador retriever
stray,normal,0.0,dachshund/chihuahua,adoption,0.0,0,0,baby,black,white,dachshund,chihuahua,0.0,0.4,33.5,60.0,6.5,9.5,9.0,18.5,8,0,,dachshund
stray,injured,1.0,rottweiler,adoption,1.0,1,0,young,black,tan,rottweiler,rottweiler,1.0,0.95,1.0,4.0,22.0,27.0,90.0,110.0,70,1,,other
surrender,normal,6.0,basset hound,adoption,6.0,1,0,adult,chocolate,white,basset hound,basset hound,1.0,0.1,81.0,100.0,14.0,14.0,40.0,50.0,89,1,,other
stray,normal,1.0,bull terrier,adoption,1.0,1,0,young,white,tan,bull terrier,bull terrier,1.0,0.3,41.0,80.0,21.0,22.0,50.0,70.0,10,0,,other
stray,normal,0.0,pit bull,adoption,0.0,1,0,baby,white,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,13,0,,pit bull
stray,normal,1.0,pointer,adoption,1.0,0,0,young,white,black,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,15,0,,pointer
stray,normal,1.0,border collie,adoption,1.0,1,0,young,white,tan,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,10,0,,border collie
surrender,normal,5.0,pit bull,adoption,5.0,1,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,17,0,,pit bull
surrender,normal,2.0,pit bull,adoption,2.0,0,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,17,0,,pit bull
stray,injured,0.0,pit bull,adoption,0.0,0,0,baby,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,30,1,,pit bull
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,13,0,,pit bull
surrender,normal,9.0,chihuahua,adoption,9.0,0,0,senior,black,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,16,0,,chihuahua
stray,normal,1.0,chihuahua,adoption,1.0,0,0,young,white,chocolate,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,15,0,,chihuahua
stray,normal,0.0,dachshund,adoption,0.0,0,0,baby,brown,brindle,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,9,0,,dachshund
stray,normal,4.0,pit bull,adoption,4.0,1,0,adult,blue,blue,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,141,1,,pit bull
stray,normal,1.0,pit bull,adoption,1.0,0,0,young,fawn,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,11,0,,pit bull
stray,injured,3.0,chihuahua,died,3.0,1,0,adult,brown,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,13,0,,chihuahua
stray,normal,7.0,pit bull,adoption,7.0,1,0,adult,white,brown,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,13,0,,pit bull
surrender,normal,1.0,german shepherd,adoption,1.0,1,0,young,brown,brown,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,58,1,,german shepherd
stray,normal,0.0,labrador retriever/plott hound,adoption,0.0,0,0,baby,brown,brindle,labrador retriever,plott hound,0.0,0.7599290780141843,13.159574468085104,22.51418439716312,20.5,24.0,50.0,67.5,28,1,,labrador retriever
stray,normal,9.0,miniature schnauzer/dachshund,adoption,10.0,0,0,senior,gray,black,miniature schnauzer,dachshund,0.0,0.675,15.5,27.5,12.470588235294118,15.454248366013072,29.46732026143791,44.76143790849673,27,1,,miniature schnauzer
stray,normal,1.0,boxer,adoption,1.0,1,1,young,brown,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,16,0,,boxer
stray,normal,2.0,australian cattle dog,adoption,2.0,0,0,adult,brown,white,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,9,0,,australian cattle dog
stray,normal,2.0,pit bull/labrador retriever,adoption,2.0,1,0,adult,tan,white,pit bull,labrador retriever,0.0,0.825,8.5,14.5,19.0,21.5,47.5,65.0,14,0,,pit bull
stray,normal,10.0,chihuahua,adoption,10.0,1,0,senior,blue,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,82,1,,chihuahua
stray,injured,0.0,labrador retriever,died,0.0,0,1,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,36,1,,labrador retriever
stray,normal,1.0,beagle/labrador retriever,adoption,1.0,1,0,young,black,white,beagle,labrador retriever,0.0,0.525,41.0,52.0,17.0,20.0,36.5,55.0,8,0,,beagle
stray,normal,1.0,german shepherd,adoption,1.0,0,0,young,brown,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,8,0,,german shepherd
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,50,1,,labrador retriever
stray,normal,1.0,border collie,adoption,1.0,1,0,young,white,black,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,48,1,,border collie
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,28,1,,pit bull
stray,normal,4.0,german shepherd,adoption,4.0,1,0,adult,white,white,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,15,0,,german shepherd
stray,normal,1.0,black and tan coonhound,adoption,1.0,1,0,young,black,brown,black and tan coonhound,black and tan coonhound,1.0,0.5,26.0,40.0,23.0,27.0,50.0,75.0,12,0,,other
surrender,normal,0.0,pointer/chihuahua,adoption,0.0,0,0,baby,sable,sable,pointer,chihuahua,0.0,0.4,33.5,60.0,13.5,16.5,23.0,35.5,15,0,,pointer
surrender,normal,0.0,pointer/chihuahua,adoption,0.0,1,0,baby,sable,sable,pointer,chihuahua,0.0,0.4,33.5,60.0,13.5,16.5,23.0,35.5,15,0,,pointer
surrender,normal,0.0,pointer/chihuahua,adoption,0.0,0,0,baby,sable,white,pointer,chihuahua,0.0,0.4,33.5,60.0,13.5,16.5,23.0,35.5,15,0,,pointer
surrender,normal,0.0,pointer/chihuahua,adoption,0.0,1,0,baby,sable,sable,pointer,chihuahua,0.0,0.4,33.5,60.0,13.5,16.5,23.0,35.5,15,0,,pointer
surrender,normal,0.0,pointer/chihuahua,adoption,0.0,1,0,baby,tricolor,tricolor,pointer,chihuahua,0.0,0.4,33.5,60.0,13.5,16.5,23.0,35.5,15,0,,pointer
surrender,normal,0.0,pointer/chihuahua,adoption,0.0,1,0,baby,tricolor,tricolor,pointer,chihuahua,0.0,0.4,33.5,60.0,13.5,16.5,23.0,35.5,22,1,,pointer
surrender,normal,17.0,golden retriever,adoption,17.0,1,0,senior,gold,white,golden retriever,golden retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,75.0,84,1,,other
stray,normal,1.0,chihuahua,adoption,1.0,1,0,young,tan,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,9,0,,chihuahua
stray,normal,2.0,labrador retriever,adoption,2.0,1,0,adult,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,11,0,,labrador retriever
public_assist,normal,8.0,fox terrier,adoption,8.0,1,0,adult,white,black,fox terrier,fox terrier,1.0,0.5,26.0,40.0,13.0,16.0,15.0,20.0,11,0,,fox terrier
public_assist,normal,9.0,pit bull,adoption,9.0,1,0,senior,brown,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,30,1,,pit bull
stray,normal,3.0,pit bull,adoption,4.0,0,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,38,1,,pit bull
stray,normal,1.0,american pit bull terrier,adoption,1.0,1,0,young,fawn,white,american pit bull terrier,american pit bull terrier,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,14,0,,other
stray,normal,1.0,pit bull/german shepherd,adoption,1.0,1,0,young,black,black,pit bull,german shepherd,0.0,0.825,8.5,14.5,19.5,22.5,57.5,70.0,10,0,,pit bull
surrender,normal,2.0,miniature pinscher,adoption,2.0,1,0,adult,black,tan,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,8,0,,other
surrender,normal,1.0,fox terrier,adoption,1.0,0,0,young,white,black,fox terrier,fox terrier,1.0,0.5,26.0,40.0,13.0,16.0,15.0,20.0,11,0,,fox terrier
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,14,0,,labrador retriever
stray,normal,2.0,great pyrenees,adoption,2.0,1,0,adult,tan,brown,great pyrenees,great pyrenees,1.0,0.3,41.0,80.0,27.0,32.0,95.0,120.0,8,0,,great pyrenees
stray,normal,2.0,anatolian sheepdog/labrador retriever,adoption,2.0,1,0,adult,yellow,white,anatolian sheepdog,labrador retriever,0.0,0.7599290780141843,13.159574468085104,22.51418439716312,24.0,26.5,77.5,115.0,9,0,,anatolian sheepdog
stray,normal,1.0,german shepherd,adoption,1.0,0,0,young,white,white,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,10,0,,german shepherd
stray,normal,1.0,german shepherd,adoption,1.0,1,0,young,black,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,10,0,,german shepherd
surrender,normal,1.0,redbone coonhound,adoption,1.0,1,0,young,brown,tan,redbone coonhound,redbone coonhound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,21.0,27.0,50.0,70.0,8,0,,other
stray,normal,5.0,australian cattle dog/labrador retriever,adoption,5.0,1,0,adult,tan,white,australian cattle dog,labrador retriever,0.0,0.95,1.0,4.0,19.0,22.0,45.0,62.5,146,1,,australian cattle dog
stray,normal,0.0,australian shepherd,adoption,0.0,1,0,baby,tricolor,white,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,26,1,,australian shepherd
stray,normal,1.0,chihuahua,adoption,1.0,0,0,young,white,fawn,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,10,0,,chihuahua
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,white,tan,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,13,0,,labrador retriever
stray,injured,3.0,pit bull,adoption,3.0,0,0,adult,brown,brown,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,41,1,,pit bull
stray,normal,1.0,pit bull,adoption,1.0,0,0,young,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,10,0,,pit bull
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,0,,pit bull
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,white,brown,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,53,1,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,white,blue,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,8,0,,pit bull
stray,normal,2.0,pointer,adoption,2.0,1,0,adult,white,tan,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,55,1,,pointer
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,fawn,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,8,0,,pit bull
stray,normal,2.0,boxer/pointer,adoption,2.0,0,0,adult,white,white,boxer,pointer,0.0,0.5,26.0,40.0,21.0,24.5,54.5,68.0,82,1,,boxer
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,white,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,16,0,,pit bull
surrender,normal,6.0,labrador retriever/golden retriever,adoption,6.0,1,0,adult,gold,gold,labrador retriever,golden retriever,0.0,0.95,1.0,4.0,21.0,24.0,55.0,77.5,78,1,,labrador retriever
stray,normal,1.0,boxer,adoption,1.0,1,0,young,brown,brindle,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,46,1,,boxer
stray,injured,1.0,plott hound,adoption,1.0,0,0,young,brown,brindle,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,38,1,,other
